<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_230_atp9	0.015	No mitochondrial presequence	76(MPP)	0.039	7-11,30-34,82-86	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_231_atp9	0.015	No mitochondrial presequence	88(MPP)	0.023	54-58	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_232_atp9	0.016	No mitochondrial presequence	94(MPP)	0.043	23-27,60-64	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_233_atp9	0.025	No mitochondrial presequence	89(MPP)	0.000	9-13,55-59	2-13-high	11-16	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_234_atp9	0.009	No mitochondrial presequence	6(MPP)	-0.167	62-66	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_235_atp9	0.001	No mitochondrial presequence	8(MPP)	-0.250	70-74	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_236_atp9	0.000	No mitochondrial presequence	95(MPP)	0.032	25-29,61-65	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_237_atp9	0.077	No mitochondrial presequence	22(MPP)	0.136	7-11,12-16,16-20,19-23,44-48,78-82,83-87	5-14-low	-	-	-	-	19-24	-	-	-	-	-	-	15-20	-	-	
synMTS_1_238_atp9	0.002	No mitochondrial presequence	90(MPP)	0.011	37-41,41-45,56-60	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_239_atp9	0.021	No mitochondrial presequence	91(MPP)	-0.044	44-48,57-61	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_240_atp9	0.028	No mitochondrial presequence	33(MPP)	0.030	16-20,81-85	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_241_atp9	0.034	No mitochondrial presequence	7(MPP)	0.286	64-68,90-94	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_242_atp9	0.014	No mitochondrial presequence	25(MPP)	0.000	43-47,64-68,85-89	16-25-low	-	-	-	5-10	-	-	-	-	-	-	-	-	-	-	
synMTS_1_243_atp9	0.004	No mitochondrial presequence	19(MPP)	-0.053	21-25	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_244_atp9	0.004	No mitochondrial presequence	17(MPP)	-0.059		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_245_atp9	0.001	No mitochondrial presequence	24(MPP), 25(Icp55)	0.083	71-75	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_246_atp9	0.002	No mitochondrial presequence	11(MPP)	0.000	48-52	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_247_atp9	0.000	No mitochondrial presequence	8(MPP)	-0.125	79-83	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_248_atp9	0.047	No mitochondrial presequence	29(MPP)	0.069	15-19,45-49	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_249_atp9	0.003	No mitochondrial presequence	17(MPP)	-0.059	89-93	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_250_atp9	0.004	No mitochondrial presequence	17(MPP)	-0.235	62-66	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_251_atp9	0.018	No mitochondrial presequence	43(MPP)	0.000	91-95	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_252_atp9	0.000	No mitochondrial presequence	15(MPP)	0.000	54-58	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_253_atp9	0.001	No mitochondrial presequence	82(MPP)	-0.012	48-52	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_254_atp9	0.031	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.024	81-85	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_255_atp9	0.070	No mitochondrial presequence	35(MPP)	0.229	55-59,68-72	1-12-high	-	13-18	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_256_atp9	0.000	No mitochondrial presequence	34(MPP)	-0.235	72-76	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_257_atp9	0.005	No mitochondrial presequence	8(MPP)	-0.250	41-45,66-70	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_258_atp9	0.022	No mitochondrial presequence	33(MPP), 34(Icp55)	0.030	53-57,75-79,86-90	5-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_259_atp9	0.017	No mitochondrial presequence	30(MPP), 31(Icp55)	0.100	10-14,26-30,31-35,49-53,56-60	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_260_atp9	0.008	No mitochondrial presequence	39(MPP)	-0.051	51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_261_atp9	0.000	No mitochondrial presequence	90(MPP)	-0.033	56-60	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_262_atp9	0.008	No mitochondrial presequence	94(MPP)	0.032	24-28,60-64	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_263_atp9	0.014	No mitochondrial presequence	32(MPP)	-0.188	44-48,67-71	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_264_atp9	0.009	No mitochondrial presequence	93(MPP)	0.011	59-63	13-22-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_265_atp9	0.025	No mitochondrial presequence	86(MPP)	0.023	2-6,6-10,13-17,52-56	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_266_atp9	0.012	No mitochondrial presequence	31(MPP)	0.000	4-8	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	14-19	
synMTS_1_267_atp9	0.034	No mitochondrial presequence	62(MPP)	0.048	10-14,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_268_atp9	0.003	No mitochondrial presequence	11(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_269_atp9	0.026	No mitochondrial presequence	90(MPP)	0.022	56-60	21-30-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
synMTS_1_270_atp9	0.007	No mitochondrial presequence	51(MPP), 52(Icp55)	0.098		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_271_atp9	0.005	No mitochondrial presequence	31(MPP)	0.129	18-22,72-76	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_272_atp9	0.043	No mitochondrial presequence	15(MPP)	0.067	4-8,61-65,87-91	1-10-high	-	-	-	-	4-9	-	-	-	12-17	-	-	-	-	-	
synMTS_1_273_atp9	0.009	No mitochondrial presequence	81(MPP)	0.037	38-42,47-51	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_274_atp9	0.037	No mitochondrial presequence	36(MPP)	0.083	17-21,36-40,78-82	17-28-high	-	-	-	-	17-22	-	10-15	-	-	-	-	-	-	9-14	
synMTS_1_275_atp9	0.033	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022	83-87	21-30-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_276_atp9	0.006	No mitochondrial presequence	15(MPP)	0.000	11-15,22-26	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_1_277_atp9	0.002	No mitochondrial presequence	9(MPP)	-0.222	51-55,72-76	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_278_atp9	0.028	No mitochondrial presequence	87(MPP)	0.057	53-57	7-16-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_279_atp9	0.020	No mitochondrial presequence	5(MPP)	-0.400	23-27	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_280_atp9	0.009	No mitochondrial presequence	25(MPP)	0.040	30-34,49-53	17-26-low	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	
synMTS_1_281_atp9	0.001	No mitochondrial presequence	6(MPP)	-0.333	23-27,69-73	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_282_atp9	0.002	No mitochondrial presequence	9(MPP)	-0.111	7-11,68-72	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_283_atp9	0.001	No mitochondrial presequence	77(MPP)	0.065	43-47,50-54,70-74,95-99	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_284_atp9	0.000	No mitochondrial presequence	15(MPP)	0.067	84-88	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_285_atp9	0.262	No mitochondrial presequence	32(MPP)	0.156	8-12,43-47,96-100	8-17-high	-	-	-	-	8-13	-	1-6	11-16	-	-	-	-	-	-	
synMTS_1_286_atp9	0.046	No mitochondrial presequence	36(MPP), 37(Icp55)	0.111	9-13,12-16	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
synMTS_1_287_atp9	0.019	No mitochondrial presequence	6(MPP)	-0.167	17-21,20-24,27-31,78-82,95-99	1-10-low	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-	
synMTS_1_288_atp9	0.026	No mitochondrial presequence	95(MPP)	0.053	2-6,19-23,23-27,61-65	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_289_atp9	0.001	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_290_atp9	0.001	No mitochondrial presequence	64(MPP)	0.016	59-63	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_291_atp9	0.003	No mitochondrial presequence	92(MPP)	0.065	58-62	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_292_atp9	0.018	No mitochondrial presequence	6(MPP)	0.333	42-46	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_293_atp9	0.046	No mitochondrial presequence	90(MPP)	0.000	38-42,56-60	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_294_atp9	0.042	No mitochondrial presequence	10(MPP)	0.100	35-39,63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_295_atp9	0.002	No mitochondrial presequence	81(MPP)	0.012	47-51	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_296_atp9	0.029	No mitochondrial presequence	13(MPP)	-0.154	6-10,58-62,85-89	2-11-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
synMTS_1_297_atp9	0.010	No mitochondrial presequence	85(MPP)	0.047	32-36,51-55	18-29-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
synMTS_1_298_atp9	0.035	No mitochondrial presequence	86(MPP)	-0.012	92-96	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_299_atp9	0.015	No mitochondrial presequence	33(MPP)	-0.030	49-53,69-73,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_300_atp9	0.023	No mitochondrial presequence	28(MPP)	-0.071		16-25-low	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_1_301_atp9	0.008	No mitochondrial presequence	9(MPP)	0.111	1-5,64-68	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_302_atp9	0.051	No mitochondrial presequence	25(MPP)	0.040	21-25,69-73	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_303_atp9	0.006	No mitochondrial presequence	39(MPP)	0.128	89-93	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_304_atp9	0.004	No mitochondrial presequence	23(MPP)	-0.217	73-77	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_305_atp9	0.004	No mitochondrial presequence	93(MPP), 101(Oct1)	0.000	88-92	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_306_atp9	0.074	No mitochondrial presequence	30(MPP)	0.067	4-8,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_307_atp9	0.021	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.034	22-26,26-30,48-52	1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
synMTS_1_308_atp9	0.007	No mitochondrial presequence	85(MPP)	0.047	17-21,51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_309_atp9	0.010	No mitochondrial presequence	7(MPP)	0.000	89-93	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_310_atp9	0.016	No mitochondrial presequence	46(MPP)	0.000	43-47,88-92	10-19-high	-	14-19	16-21	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_311_atp9	0.000	No mitochondrial presequence	67(MPP)	0.030	59-63	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_312_atp9	0.024	No mitochondrial presequence	94(MPP)	0.064	46-50,60-64	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_313_atp9	0.010	No mitochondrial presequence	31(MPP)	-0.065	3-7,93-97	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_314_atp9	0.001	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067		16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_315_atp9	0.148	No mitochondrial presequence	22(MPP)	0.136	18-22,75-79	13-27-high	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-	
synMTS_1_316_atp9	0.037	No mitochondrial presequence	27(MPP)	0.074	18-22,65-69	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_317_atp9	0.009	No mitochondrial presequence	50(MPP)	-0.080	73-77	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_318_atp9	0.004	No mitochondrial presequence	65(MPP)	-0.077	15-19,76-80	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_319_atp9	0.033	No mitochondrial presequence	32(MPP)	0.094	28-32,95-99	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_320_atp9	0.023	No mitochondrial presequence	12(MPP)	0.167	23-27,80-84	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_321_atp9	0.010	No mitochondrial presequence	88(MPP)	0.023	54-58	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_322_atp9	0.002	No mitochondrial presequence	21(MPP)	0.143		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_323_atp9	0.010	No mitochondrial presequence	38(MPP)	-0.026	82-86	8-18-high	-	-	-	-	-	-	-	-	-	-	14-19	-	-	-	
synMTS_1_324_atp9	0.001	No mitochondrial presequence	11(MPP)	-0.273	10-14,93-97	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_325_atp9	0.036	No mitochondrial presequence	85(MPP)	0.094	11-15,51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_326_atp9	0.033	No mitochondrial presequence	25(MPP)	0.080	11-15,33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
synMTS_1_327_atp9	0.010	No mitochondrial presequence	82(MPP)	0.024	8-12,48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_328_atp9	0.013	No mitochondrial presequence	5(MPP)	0.200	15-19,63-67	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_329_atp9	0.000	No mitochondrial presequence	31(MPP)	-0.194	90-94	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_330_atp9	0.003	No mitochondrial presequence	13(MPP), 21(Oct1)	-0.077	53-57	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_331_atp9	0.000	No mitochondrial presequence	22(MPP)	-0.091	32-36,55-59	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_332_atp9	0.011	No mitochondrial presequence	22(MPP)	-0.091	18-22,48-52,83-87	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
synMTS_1_333_atp9	0.025	No mitochondrial presequence	32(MPP)	0.062	4-8,49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_334_atp9	0.002	No mitochondrial presequence	40(MPP)	0.100	56-60,65-69,93-97	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_335_atp9	0.007	No mitochondrial presequence	95(MPP)	0.011	61-65	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_336_atp9	0.004	No mitochondrial presequence	80(MPP)	0.000	46-50	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_337_atp9	0.009	No mitochondrial presequence	61(MPP)	0.049	11-15,14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_338_atp9	0.002	No mitochondrial presequence	6(MPP)	-0.167	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_339_atp9	0.006	No mitochondrial presequence	16(MPP)	-0.125	76-80	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_340_atp9	0.003	No mitochondrial presequence	19(MPP)	0.053	91-95	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_341_atp9	0.002	No mitochondrial presequence	41(MPP), 42(Icp55)	0.073	37-41,64-68	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_342_atp9	0.018	No mitochondrial presequence	6(MPP)	-0.333		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_343_atp9	0.004	No mitochondrial presequence	19(MPP), 20(Icp55)	0.158	27-31,32-36,59-63,89-93	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_344_atp9	0.003	No mitochondrial presequence	6(MPP)	-0.167	41-45,45-49,65-69,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_345_atp9	0.013	No mitochondrial presequence	24(MPP)	-0.042	10-14	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_346_atp9	0.006	No mitochondrial presequence	6(MPP)	-0.167	41-45,70-74	21-30-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_347_atp9	0.025	No mitochondrial presequence	20(MPP)	0.200	96-100	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_348_atp9	0.015	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.100		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_349_atp9	0.011	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045	12-16,20-24,74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_350_atp9	0.002	No mitochondrial presequence	54(MPP), 55(Icp55)	-0.167	68-72	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_351_atp9	0.072	No mitochondrial presequence	25(MPP)	0.040	5-9,9-13,15-19,18-22,77-81	14-23-high	-	-	-	-	-	-	-	-	-	-	-	8-13	5-10	-	
synMTS_1_352_atp9	0.038	No mitochondrial presequence	14(MPP)	0.000	54-58,78-82	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_353_atp9	0.030	No mitochondrial presequence	16(MPP)	-0.062	75-79	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_354_atp9	0.010	No mitochondrial presequence	10(MPP)	0.000	1-5,94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_355_atp9	0.001	No mitochondrial presequence	43(MPP)	0.023	28-32,74-78	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_356_atp9	0.003	No mitochondrial presequence	43(MPP)	-0.070	82-86	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_357_atp9	0.009	No mitochondrial presequence	81(MPP)	0.049	47-51	3-14-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
synMTS_1_358_atp9	0.045	No mitochondrial presequence	17(MPP)	0.059	11-15,14-18,46-50,83-87	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_359_atp9	0.000	No mitochondrial presequence	85(MPP)	-0.012	51-55	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_360_atp9	0.002	No mitochondrial presequence	27(MPP)	0.000	51-55,90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_361_atp9	0.007	No mitochondrial presequence	27(MPP), 28(Icp55)	0.185	80-84	20-30-high	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_362_atp9	0.011	No mitochondrial presequence	21(MPP)	0.048	70-74	1-10-low	-	6-11	-	-	-	4-9	-	-	-	3-8	-	-	-	-	
synMTS_1_363_atp9	0.002	No mitochondrial presequence	83(MPP)	0.036	4-8,49-53	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_364_atp9	0.022	No mitochondrial presequence	89(MPP)	0.045	25-29,55-59	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
