<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_251_coa4	0.069	No mitochondrial presequence	34(MPP)	0.029		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_252_coa4	0.000	No mitochondrial presequence	89(MPP)	0.000	54-58	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_253_coa4	0.001	No mitochondrial presequence	76(MPP)	-0.158		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_254_coa4	0.029	No mitochondrial presequence	53(MPP)	-0.057		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_255_coa4	0.266	No mitochondrial presequence	35(MPP)	0.229	55-59	18-27-low	-	13-18	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_256_coa4	0.000	No mitochondrial presequence	34(MPP)	-0.235		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_257_coa4	0.012	No mitochondrial presequence	18(MPP)	0.056	41-45	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_258_coa4	0.036	No mitochondrial presequence	56(MPP)	0.071	53-57,75-79	5-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_259_coa4	0.074	No mitochondrial presequence	13(MPP)	0.154	10-14,26-30,31-35,49-53,56-60	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_260_coa4	0.060	No mitochondrial presequence	41(MPP)	-0.024	51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_261_coa4	0.000	No mitochondrial presequence	84(MPP)	-0.167		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_262_coa4	0.009	No mitochondrial presequence	8(MPP)	0.000	24-28	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_263_coa4	0.017	No mitochondrial presequence	37(MPP)	-0.162	44-48	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_264_coa4	0.008	No mitochondrial presequence	46(MPP)	-0.022		13-22-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_265_coa4	0.041	No mitochondrial presequence	16(MPP)	0.062	2-6,6-10,13-17	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_266_coa4	0.026	No mitochondrial presequence	7(MPP), 8(Icp55)	0.143	4-8	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	14-19	
synMTS_1_267_coa4	0.049	No mitochondrial presequence	53(MPP)	0.057	10-14,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_268_coa4	0.002	No mitochondrial presequence	21(MPP)	0.048		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_269_coa4	0.075	No mitochondrial presequence	25(MPP)	0.040		21-30-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
synMTS_1_270_coa4	0.013	No mitochondrial presequence	56(MPP)	0.107		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_271_coa4	0.087	No mitochondrial presequence	31(MPP)	0.129	18-22	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_272_coa4	0.053	No mitochondrial presequence	17(MPP)	0.118	4-8,61-65	1-10-high	-	-	-	-	4-9	-	-	-	12-17	-	-	-	-	-	
synMTS_1_273_coa4	0.011	No mitochondrial presequence	75(MPP)	-0.107	38-42	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_274_coa4	0.073	No mitochondrial presequence	24(MPP)	0.125	17-21,36-40	17-28-high	-	-	-	-	17-22	-	10-15	-	-	-	-	-	-	9-14	
synMTS_1_275_coa4	0.037	No mitochondrial presequence	17(MPP)	0.059		21-30-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_276_coa4	0.006	No mitochondrial presequence	22(MPP)	0.000	11-15,22-26	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_1_277_coa4	0.002	No mitochondrial presequence	30(MPP)	-0.167	51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_278_coa4	0.070	No mitochondrial presequence	25(MPP)	0.000		7-16-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_279_coa4	0.017	No mitochondrial presequence	26(MPP)	-0.038	23-27	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_280_coa4	0.023	No mitochondrial presequence	55(MPP)	0.055	30-34,49-53	17-26-low	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	
synMTS_1_281_coa4	0.006	No mitochondrial presequence	58(MPP)	0.052	23-27	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_282_coa4	0.015	No mitochondrial presequence	14(MPP)	0.000	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_283_coa4	0.013	No mitochondrial presequence	46(MPP)	0.087	43-47,50-54,70-74	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_284_coa4	0.001	No mitochondrial presequence	15(MPP)	0.067		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_285_coa4	0.855	Possessing mitochondrial presequence	29(MPP), 30(Icp55)	0.172	8-12,43-47,96-100	8-17-high	-	-	-	-	8-13	-	1-6	11-16	-	-	-	-	-	-	
synMTS_1_286_coa4	0.144	No mitochondrial presequence	30(MPP)	0.133	9-13,12-16	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
synMTS_1_287_coa4	0.073	No mitochondrial presequence	30(MPP)	0.133	17-21,20-24,27-31,78-82	1-10-low	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-	
synMTS_1_288_coa4	0.112	No mitochondrial presequence	19(MPP)	0.105	2-6,19-23,23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_289_coa4	0.001	No mitochondrial presequence	77(MPP)	-0.013		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_290_coa4	0.003	No mitochondrial presequence	37(MPP)	0.000	59-63	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_291_coa4	0.017	No mitochondrial presequence	45(MPP)	0.111		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_292_coa4	0.051	No mitochondrial presequence	10(MPP)	0.300	42-46	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_293_coa4	0.053	No mitochondrial presequence	32(MPP)	0.000	38-42	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_294_coa4	0.057	No mitochondrial presequence	86(MPP)	0.000	35-39,63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_295_coa4	0.002	No mitochondrial presequence	75(MPP)	-0.133		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_296_coa4	0.080	No mitochondrial presequence	24(MPP)	-0.083	6-10,58-62	2-11-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
synMTS_1_297_coa4	0.035	No mitochondrial presequence	6(MPP)	0.167	32-36	18-29-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
synMTS_1_298_coa4	0.050	No mitochondrial presequence	44(MPP)	-0.023		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_299_coa4	0.017	No mitochondrial presequence	56(MPP)	0.018	49-53,69-73,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_300_coa4	0.034	No mitochondrial presequence	68(MPP)	-0.029		16-25-low	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_1_301_coa4	0.020	No mitochondrial presequence	15(MPP)	0.133	1-5	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_302_coa4	0.108	No mitochondrial presequence	24(MPP)	0.042	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_303_coa4	0.013	No mitochondrial presequence	74(MPP)	0.068		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_304_coa4	0.006	No mitochondrial presequence	49(MPP)	-0.102		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_305_coa4	0.020	No mitochondrial presequence	62(MPP)	0.016	88-92	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_306_coa4	0.194	No mitochondrial presequence	13(MPP)	0.154	4-8,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_307_coa4	0.054	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.083	22-26,26-30,48-52	1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
synMTS_1_308_coa4	0.083	No mitochondrial presequence	20(MPP), 21(Icp55)	-0.050	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_309_coa4	0.031	No mitochondrial presequence	12(MPP)	0.083		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_310_coa4	0.074	No mitochondrial presequence	18(MPP)	0.222	43-47	7-16-high	-	14-19	16-21	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_311_coa4	0.004	No mitochondrial presequence	10(MPP)	0.100	59-63	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_312_coa4	0.124	No mitochondrial presequence	12(MPP)	0.083	46-50	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_313_coa4	0.009	No mitochondrial presequence	85(MPP)	-0.047	3-7	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_314_coa4	0.002	No mitochondrial presequence	52(MPP)	0.096		16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_315_coa4	0.262	No mitochondrial presequence	33(MPP)	0.152	18-22	13-27-high	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-	
synMTS_1_316_coa4	0.076	No mitochondrial presequence	14(MPP)	0.071	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_317_coa4	0.009	No mitochondrial presequence	69(MPP)	-0.087	73-77	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_318_coa4	0.007	No mitochondrial presequence	32(MPP)	-0.062	15-19	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_319_coa4	0.044	No mitochondrial presequence	40(MPP)	0.150	28-32	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_320_coa4	0.042	No mitochondrial presequence	26(MPP)	0.115	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_321_coa4	0.051	No mitochondrial presequence	15(MPP)	0.333		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_322_coa4	0.011	No mitochondrial presequence	34(MPP)	0.118		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_323_coa4	0.016	No mitochondrial presequence	20(MPP)	0.000		8-18-high	-	-	-	-	-	-	-	-	-	-	14-19	-	-	-	
synMTS_1_324_coa4	0.001	No mitochondrial presequence	85(MPP), 93(Oct1)	-0.082	10-14	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_325_coa4	0.166	No mitochondrial presequence	14(MPP), 15(Icp55)	-0.071	11-15	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_326_coa4	0.244	No mitochondrial presequence	24(MPP), 32(Oct1)	0.083	11-15,33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
synMTS_1_327_coa4	0.011	No mitochondrial presequence	11(MPP)	0.000	8-12	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_328_coa4	0.044	No mitochondrial presequence	14(MPP)	0.071	15-19	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_329_coa4	0.001	No mitochondrial presequence	44(MPP)	-0.091		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_330_coa4	0.005	No mitochondrial presequence	43(MPP)	-0.023	53-57	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_331_coa4	0.002	No mitochondrial presequence	34(MPP)	0.000	32-36,55-59	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_332_coa4	0.063	No mitochondrial presequence	21(MPP), 29(Oct1)	-0.095	18-22,48-52	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
synMTS_1_333_coa4	0.039	No mitochondrial presequence	28(MPP)	0.000	4-8,49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_334_coa4	0.024	No mitochondrial presequence	31(MPP)	0.129	56-60,65-69,93-97	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_335_coa4	0.005	No mitochondrial presequence	89(MPP)	-0.112		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_336_coa4	0.008	No mitochondrial presequence	38(MPP)	-0.053		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_337_coa4	0.058	No mitochondrial presequence	61(MPP)	0.049	11-15,14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_338_coa4	0.029	No mitochondrial presequence	24(MPP)	-0.042	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_339_coa4	0.010	No mitochondrial presequence	22(MPP)	-0.045		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_340_coa4	0.002	No mitochondrial presequence	6(MPP)	0.167		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_341_coa4	0.029	No mitochondrial presequence	26(MPP)	0.154	37-41	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_342_coa4	0.023	No mitochondrial presequence	67(MPP)	-0.015		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_343_coa4	0.015	No mitochondrial presequence	62(MPP)	0.032	27-31,32-36,59-63	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_344_coa4	0.006	No mitochondrial presequence	47(MPP)	0.000	41-45,45-49,65-69,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_345_coa4	0.033	No mitochondrial presequence	29(MPP)	0.000	10-14	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_346_coa4	0.012	No mitochondrial presequence	15(MPP)	0.000	41-45	21-30-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_347_coa4	0.044	No mitochondrial presequence	48(MPP)	0.042		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_348_coa4	0.024	No mitochondrial presequence	60(MPP)	-0.067		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_349_coa4	0.031	No mitochondrial presequence	38(MPP)	0.026	12-16,20-24,74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_350_coa4	0.005	No mitochondrial presequence	20(MPP)	-0.100		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_351_coa4	0.077	No mitochondrial presequence	66(MPP)	0.061	5-9,9-13,15-19,18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	8-13	5-10	-	
synMTS_1_352_coa4	0.035	No mitochondrial presequence	14(MPP)	0.000	54-58	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_353_coa4	0.079	No mitochondrial presequence	15(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_354_coa4	0.018	No mitochondrial presequence	70(MPP)	-0.014	1-5,94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_355_coa4	0.013	No mitochondrial presequence	43(MPP)	0.023	28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_356_coa4	0.006	No mitochondrial presequence	46(MPP)	-0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_357_coa4	0.009	No mitochondrial presequence	75(MPP)	-0.093		3-14-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
synMTS_1_358_coa4	0.060	No mitochondrial presequence	60(MPP)	0.017	11-15,14-18,46-50	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_359_coa4	0.000	No mitochondrial presequence	79(MPP)	-0.152		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_360_coa4	0.004	No mitochondrial presequence	62(MPP)	-0.048	51-55	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_361_coa4	0.185	No mitochondrial presequence	27(MPP), 28(Icp55)	0.185		20-30-high	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_362_coa4	0.048	No mitochondrial presequence	21(MPP)	0.048	70-74	1-10-low	-	6-11	-	-	-	4-9	-	-	-	3-8	-	-	-	-	
synMTS_1_363_coa4	0.006	No mitochondrial presequence	30(MPP)	0.067	4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_364_coa4	0.039	No mitochondrial presequence	28(MPP)	0.036	25-29	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_365_coa4	0.000	No mitochondrial presequence	35(MPP)	-0.029	28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_366_coa4	0.155	No mitochondrial presequence	28(MPP)	0.107	62-66	7-16-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	11-16	
synMTS_1_367_coa4	0.002	No mitochondrial presequence	32(MPP)	0.000	66-70	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_368_coa4	0.011	No mitochondrial presequence	33(MPP)	-0.061		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_369_coa4	0.003	No mitochondrial presequence	22(MPP)	-0.136		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_370_coa4	0.002	No mitochondrial presequence	33(MPP)	-0.091	30-34,63-67	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
