<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_591_var1	0.009	No mitochondrial presequence	13(MPP)	0.000		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_571_var1	0.039	No mitochondrial presequence	18(MPP)	0.056	43-47	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_421_var1	0.053	No mitochondrial presequence	15(MPP)	0.067		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_437_var1	0.011	No mitochondrial presequence	48(MPP)	-0.083		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_490_var1	0.038	No mitochondrial presequence	70(MPP)	0.043	48-52,52-56,83-87	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_451_var1	0.034	No mitochondrial presequence	93(MPP)	0.000	59-63	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_452_var1	0.035	No mitochondrial presequence	17(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_424_var1	0.012	No mitochondrial presequence	30(MPP)	0.000	76-80	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_453_var1	0.046	No mitochondrial presequence	12(MPP)	0.083	48-52,76-80	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_581_var1	0.099	No mitochondrial presequence	9(MPP)	0.222	74-78	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_553_var1	0.108	No mitochondrial presequence	52(MPP)	0.019	14-18	10-21-high	-	-	-	-	-	-	-	-	-	-	-	13-18	14-19	-	
synMTS_1_401_var1	0.011	No mitochondrial presequence	36(MPP)	0.000	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_412_var1	0.040	No mitochondrial presequence	22(MPP)	0.045	8-12,14-18,93-97	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_545_var1	0.012	No mitochondrial presequence	34(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_589_var1	0.138	No mitochondrial presequence	19(MPP)	-0.053	33-37	5-14-low	-	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	
synMTS_1_597_var1	0.026	No mitochondrial presequence	85(MPP)	0.035	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_449_var1	0.019	No mitochondrial presequence	66(MPP)	0.015	63-67	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_433_var1	0.103	No mitochondrial presequence	19(MPP)	0.053	25-29	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_439_var1	0.001	No mitochondrial presequence	44(MPP), 45(Icp55)	-0.068		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_541_var1	0.025	No mitochondrial presequence	12(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_540_var1	0.023	No mitochondrial presequence	61(MPP), 62(Icp55)	0.033	91-95	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_464_var1	0.000	No mitochondrial presequence	34(MPP)	-0.059		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_478_var1	0.013	No mitochondrial presequence	69(MPP)	-0.029		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_576_var1	0.023	No mitochondrial presequence	42(MPP)	0.024	40-44	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_411_var1	0.016	No mitochondrial presequence	32(MPP)	0.000	4-8,29-33,56-60	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_488_var1	0.008	No mitochondrial presequence	9(MPP)	0.333	93-97	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_512_var1	0.201	No mitochondrial presequence	26(MPP)	0.077	36-40,40-44	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_583_var1	0.015	No mitochondrial presequence	24(MPP)	0.083	52-56,57-61	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_536_var1	0.024	No mitochondrial presequence	40(MPP)	0.050		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_594_var1	0.005	No mitochondrial presequence	57(MPP)	-0.053		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_579_var1	0.008	No mitochondrial presequence	18(MPP)	-0.056		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_525_var1	0.027	No mitochondrial presequence	39(MPP)	0.103		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_561_var1	0.032	No mitochondrial presequence	11(MPP)	0.091		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_523_var1	0.084	No mitochondrial presequence	54(MPP)	0.093	51-55	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_575_var1	0.034	No mitochondrial presequence	63(MPP)	-0.016		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_539_var1	0.119	No mitochondrial presequence	53(MPP)	0.094	50-54	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_534_var1	0.037	No mitochondrial presequence	11(MPP)	-0.091	26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_559_var1	0.010	No mitochondrial presequence	36(MPP)	-0.028	26-30,96-100	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_407_var1	0.023	No mitochondrial presequence	45(MPP)	0.022		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_520_var1	0.023	No mitochondrial presequence	46(MPP)	-0.152		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_486_var1	0.068	No mitochondrial presequence	64(MPP)	0.031	47-51,57-61,61-65	8-17-high	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
synMTS_1_574_var1	0.001	No mitochondrial presequence	86(MPP)	-0.035	61-65	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_454_var1	0.098	No mitochondrial presequence	18(MPP)	0.111	76-80	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_519_var1	0.001	No mitochondrial presequence	39(MPP)	-0.077		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_417_var1	0.060	No mitochondrial presequence	81(MPP)	0.049	9-13,86-90	9-18-high	-	-	-	-	-	-	-	-	12-17	-	-	-	-	-	
synMTS_1_549_var1	0.024	No mitochondrial presequence	23(MPP)	0.087	58-62	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_543_var1	0.006	No mitochondrial presequence	50(MPP)	-0.020	69-73	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_514_var1	0.092	No mitochondrial presequence	27(MPP)	0.000	24-28,27-31,30-34	8-18-low	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
synMTS_1_554_var1	0.007	No mitochondrial presequence	54(MPP)	0.019		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_408_var1	0.062	No mitochondrial presequence	33(MPP)	0.121		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_503_var1	0.006	No mitochondrial presequence	37(MPP)	-0.027	51-55	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_530_var1	0.142	No mitochondrial presequence	27(MPP)	0.148	41-45,68-72	19-28-high	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-	
synMTS_1_508_var1	0.136	No mitochondrial presequence	47(MPP)	0.149	47-51,54-58,74-78,77-81,81-85	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_447_var1	0.005	No mitochondrial presequence	23(MPP)	-0.087	63-67	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_491_var1	0.005	No mitochondrial presequence	44(MPP)	-0.045	14-18	21-30-low	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
synMTS_1_456_var1	0.061	No mitochondrial presequence	10(MPP)	0.100	10-14	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_465_var1	0.073	No mitochondrial presequence	38(MPP)	0.079	32-36,35-39	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_440_var1	0.044	No mitochondrial presequence	15(MPP)	0.200	94-98	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_487_var1	0.124	No mitochondrial presequence	28(MPP)	0.107		18-30-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_585_var1	0.034	No mitochondrial presequence	52(MPP)	-0.096	2-6,49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	19-24	-	-	-	
synMTS_1_509_var1	0.005	No mitochondrial presequence	62(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_459_var1	0.006	No mitochondrial presequence	31(MPP)	-0.032	28-32,47-51,52-56	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_564_var1	0.003	No mitochondrial presequence	9(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_501_var1	0.023	No mitochondrial presequence	51(MPP)	0.000	48-52,76-80	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_535_var1	0.002	No mitochondrial presequence	20(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_586_var1	0.034	No mitochondrial presequence	36(MPP)	0.139		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_479_var1	0.005	No mitochondrial presequence	44(MPP)	0.045	31-35,37-41	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_515_var1	0.603	Possessing mitochondrial presequence	39(MPP)	0.154	77-81	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_455_var1	0.043	No mitochondrial presequence	36(MPP)	-0.028	20-24,41-45,44-48	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_444_var1	0.091	No mitochondrial presequence	33(MPP)	0.061	7-11,94-98	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_415_var1	0.005	No mitochondrial presequence	12(MPP)	0.083	88-92	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_538_var1	0.078	No mitochondrial presequence	16(MPP)	0.250	13-17	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_466_var1	0.035	No mitochondrial presequence	26(MPP)	0.000		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_492_var1	0.056	No mitochondrial presequence	27(MPP)	-0.074	41-45	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_422_var1	0.002	No mitochondrial presequence	44(MPP)	-0.023		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_532_var1	0.025	No mitochondrial presequence	45(MPP)	-0.022	7-11	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_448_var1	0.045	No mitochondrial presequence	28(MPP), 29(Icp55)	-0.036	26-30	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_593_var1	0.027	No mitochondrial presequence	23(MPP)	-0.130	49-53	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_577_var1	0.006	No mitochondrial presequence	50(MPP)	-0.120	73-77	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_528_var1	0.025	No mitochondrial presequence	70(MPP), 71(Icp55)	0.000		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_406_var1	0.005	No mitochondrial presequence	39(MPP)	0.051	4-8	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_463_var1	0.031	No mitochondrial presequence	85(MPP)	0.035		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_496_var1	0.018	No mitochondrial presequence	9(MPP)	0.111	2-6	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_529_var1	0.032	No mitochondrial presequence	35(MPP)	0.057		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_441_var1	0.014	No mitochondrial presequence	45(MPP)	-0.067		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_498_var1	0.028	No mitochondrial presequence	31(MPP)	-0.032	80-84	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_527_var1	0.020	No mitochondrial presequence	42(MPP)	0.071		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_420_var1	0.019	No mitochondrial presequence	18(MPP)	0.000	33-37,43-47,89-93	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_537_var1	0.035	No mitochondrial presequence	25(MPP)	-0.040		9-21-high	-	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	
synMTS_1_472_var1	0.001	No mitochondrial presequence	56(MPP)	-0.143		10-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_533_var1	0.007	No mitochondrial presequence	20(MPP)	-0.050		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_560_var1	0.014	No mitochondrial presequence	35(MPP)	-0.086	32-36	7-16-high	-	-	-	-	-	-	-	-	-	23-28	-	-	-	-	
synMTS_1_426_var1	0.219	No mitochondrial presequence	27(MPP)	-0.037	24-28,54-58	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_556_var1	0.107	No mitochondrial presequence	32(MPP)	0.219		7-16-high	-	-	-	-	-	-	-	-	10-15	-	9-14	-	-	-	
synMTS_1_461_var1	0.009	No mitochondrial presequence	56(MPP)	-0.018	12-16	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_402_var1	0.116	No mitochondrial presequence	13(MPP)	0.154		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_429_var1	0.001	No mitochondrial presequence	70(MPP)	-0.071		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_480_var1	0.003	No mitochondrial presequence	23(MPP)	-0.087	28-32,45-49	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_505_var1	0.170	No mitochondrial presequence	31(MPP)	0.032	28-32,66-70,82-86	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_484_var1	0.019	No mitochondrial presequence	7(MPP)	0.000	22-26,40-44,74-78	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_566_var1	0.056	No mitochondrial presequence	34(MPP)	0.029	18-22,64-68	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_552_var1	0.004	No mitochondrial presequence	29(MPP)	0.069		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_493_var1	0.060	No mitochondrial presequence	12(MPP)	0.083	13-17,23-27,67-71	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_592_var1	0.102	No mitochondrial presequence	18(MPP)	0.000		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_485_var1	0.052	No mitochondrial presequence	48(MPP), 49(Icp55)	0.042	31-35	21-30-low	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
synMTS_1_598_var1	0.071	No mitochondrial presequence	58(MPP)	0.086		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_500_var1	0.191	No mitochondrial presequence	54(MPP)	0.056	87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_573_var1	0.007	No mitochondrial presequence	44(MPP)	0.023	2-6,67-71	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_507_var1	0.002	No mitochondrial presequence	65(MPP)	-0.092		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_546_var1	0.059	No mitochondrial presequence	50(MPP)	0.180	30-34	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_599_var1	0.005	No mitochondrial presequence	40(MPP)	-0.075		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_405_var1	0.006	No mitochondrial presequence	49(MPP)	-0.020		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_494_var1	0.675	Possessing mitochondrial presequence	7(MPP)	0.429	15-19,20-24,33-37	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_563_var1	0.111	No mitochondrial presequence	32(MPP)	0.000	8-12,95-99	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_414_var1	0.022	No mitochondrial presequence	52(MPP)	-0.019	49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_518_var1	0.014	No mitochondrial presequence	41(MPP)	0.220	95-99	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_419_var1	0.001	No mitochondrial presequence	57(MPP)	-0.088	32-36	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_511_var1	0.022	No mitochondrial presequence	8(MPP)	0.125	17-21	18-27-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
synMTS_1_558_var1	0.016	No mitochondrial presequence	24(MPP)	-0.042	68-72	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_584_var1	0.120	No mitochondrial presequence	27(MPP)	0.074	24-28,64-68	12-21-high	-	-	-	-	-	-	-	-	-	11-16	-	-	-	-	
synMTS_1_531_var1	0.028	No mitochondrial presequence	59(MPP)	-0.017	67-71,85-89	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_510_var1	0.008	No mitochondrial presequence	41(MPP)	-0.073	21-25	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_567_var1	0.007	No mitochondrial presequence	57(MPP)	0.035	47-51	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_423_var1	0.048	No mitochondrial presequence	44(MPP)	0.045		17-26-low	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-	
synMTS_1_404_var1	0.090	No mitochondrial presequence	10(MPP)	0.100		18-27-low	-	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	
synMTS_1_438_var1	0.010	No mitochondrial presequence	53(MPP)	0.113	54-58	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_442_var1	0.012	No mitochondrial presequence	28(MPP)	-0.036		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_506_var1	0.207	No mitochondrial presequence	52(MPP)	0.077		19-28-high	6-11	3-8	-	-	-	1-6	-	-	-	-	-	-	-	-	
synMTS_1_445_var1	0.001	No mitochondrial presequence	5(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_580_var1	0.039	No mitochondrial presequence	23(MPP)	0.043		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_409_var1	0.189	No mitochondrial presequence	18(MPP)	0.056	15-19	15-24-high	-	-	-	-	-	-	-	-	13-18	-	12-17	-	-	-	
synMTS_1_499_var1	0.064	No mitochondrial presequence	32(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_469_var1	0.125	No mitochondrial presequence	25(MPP)	0.120	22-26,95-99	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_596_var1	0.022	No mitochondrial presequence	36(MPP)	0.111	10-14	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_550_var1	0.018	No mitochondrial presequence	14(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_495_var1	0.011	No mitochondrial presequence	22(MPP)	0.091	8-12	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_431_var1	0.002	No mitochondrial presequence	23(MPP)	0.043		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_428_var1	0.000	No mitochondrial presequence	12(MPP)	-0.167	49-53	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_516_var1	0.059	No mitochondrial presequence	16(MPP), 17(Icp55)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_416_var1	0.334	No mitochondrial presequence	9(MPP)	0.111	19-23,37-41,80-84,84-88	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_477_var1	0.023	No mitochondrial presequence	31(MPP)	0.065	41-45,60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_471_var1	0.057	No mitochondrial presequence	28(MPP)	0.036	40-44	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
