<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_057_cox2	0.004	No mitochondrial presequence	69(MPP)	-0.014	17-21	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_058_cox2	0.011	No mitochondrial presequence	13(MPP)	-0.077	30-34	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_059_cox2	0.041	No mitochondrial presequence	7(MPP)	0.143	1-5,14-18,32-36	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_060_cox2	0.006	No mitochondrial presequence	58(MPP)	-0.017		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_061_cox2	0.015	No mitochondrial presequence	19(MPP)	0.211	1-5,18-22,82-86	17-26-high	-	-	-	-	-	-	-	-	-	-	4-9	-	-	-	
synMTS_1_062_cox2	0.006	No mitochondrial presequence	93(MPP)	-0.022		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_063_cox2	0.022	No mitochondrial presequence	61(MPP)	0.082	10-14,18-22,50-54	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_1_064_cox2	0.022	No mitochondrial presequence	57(MPP)	0.035	21-25	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_1_065_cox2	0.043	No mitochondrial presequence	58(MPP)	0.069	6-10	1-10-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
synMTS_1_066_cox2	0.028	No mitochondrial presequence	56(MPP)	0.000	43-47,47-51	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_067_cox2	0.007	No mitochondrial presequence	31(MPP)	0.032	16-20	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_068_cox2	0.002	No mitochondrial presequence	90(MPP)	-0.011	37-41,73-77	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_069_cox2	0.001	No mitochondrial presequence	68(MPP)	-0.074	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_070_cox2	0.039	No mitochondrial presequence	73(MPP)	-0.014		14-26-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
synMTS_1_071_cox2	0.002	No mitochondrial presequence	87(MPP)	-0.057	28-32,35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_072_cox2	0.023	No mitochondrial presequence	70(MPP)	0.057	7-11,33-37	6-15-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_1_073_cox2	0.010	No mitochondrial presequence	10(MPP), 11(Icp55)	0.100	14-18,57-61,84-88,90-94	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_074_cox2	0.020	No mitochondrial presequence	54(MPP)	-0.130		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_075_cox2	0.014	No mitochondrial presequence	54(MPP)	0.093		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_076_cox2	0.018	No mitochondrial presequence	57(MPP)	0.000	40-44,44-48	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_077_cox2	0.013	No mitochondrial presequence	54(MPP)	-0.019		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_078_cox2	0.001	No mitochondrial presequence	14(MPP)	0.000	58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_079_cox2	0.012	No mitochondrial presequence	84(MPP)	-0.012		6-15-low	-	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
synMTS_1_080_cox2	0.058	No mitochondrial presequence	76(MPP)	0.053	4-8,34-38	8-17-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
synMTS_1_081_cox2	0.040	No mitochondrial presequence	75(MPP)	-0.027	31-35,50-54	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_082_cox2	0.006	No mitochondrial presequence	15(MPP)	-0.067		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_083_cox2	0.041	No mitochondrial presequence	55(MPP)	0.055	8-12	1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
synMTS_1_084_cox2	0.007	No mitochondrial presequence	7(MPP)	0.000		12-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
synMTS_1_085_cox2	0.022	No mitochondrial presequence	18(MPP)	0.056		8-20-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
synMTS_1_086_cox2	0.001	No mitochondrial presequence	28(MPP)	0.071		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_087_cox2	0.002	No mitochondrial presequence	93(MPP)	-0.011	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_088_cox2	0.003	No mitochondrial presequence	62(MPP)	-0.016	40-44	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_089_cox2	0.010	No mitochondrial presequence	38(MPP), 46(Oct1)	-0.105		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_090_cox2	0.009	No mitochondrial presequence	39(MPP), 40(Icp55)	-0.026		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_091_cox2	0.033	No mitochondrial presequence	50(MPP)	-0.040	1-5	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_092_cox2	0.024	No mitochondrial presequence	81(MPP)	-0.062		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_093_cox2	0.022	No mitochondrial presequence	91(MPP)	0.110	51-55	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_094_cox2	0.067	No mitochondrial presequence	40(MPP)	0.000	2-6,5-9,8-12,31-35	13-22-low	-	-	-	-	5-10	-	-	-	-	-	-	1-6	-	-	
synMTS_1_095_cox2	0.012	No mitochondrial presequence	85(MPP)	0.012	24-28,31-35	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_096_cox2	0.016	No mitochondrial presequence	52(MPP)	0.019	6-10,20-24	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_097_cox2	0.015	No mitochondrial presequence	23(MPP), 24(Icp55)	-0.043	85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_098_cox2	0.037	No mitochondrial presequence	88(MPP)	0.023		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_099_cox2	0.021	No mitochondrial presequence	5(MPP)	0.000	30-34,74-78	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_100_cox2	0.022	No mitochondrial presequence	85(MPP)	0.035	27-31	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_101_cox2	0.002	No mitochondrial presequence	92(MPP)	-0.022	52-56,69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_102_cox2	0.000	No mitochondrial presequence	6(MPP)	-0.167		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_103_cox2	0.004	No mitochondrial presequence	65(MPP)	0.015	31-35,40-44,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_104_cox2	0.012	No mitochondrial presequence	11(MPP)	0.000	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_105_cox2	0.037	No mitochondrial presequence	7(MPP)	0.286	21-25	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_106_cox2	0.001	No mitochondrial presequence	10(MPP)	-0.200	20-24,38-42	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_107_cox2	0.026	No mitochondrial presequence	87(MPP)	0.000	19-23,22-26	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_108_cox2	0.003	No mitochondrial presequence	74(MPP)	-0.054		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_109_cox2	0.040	No mitochondrial presequence	94(MPP)	0.043	24-28	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_110_cox2	0.077	No mitochondrial presequence	7(MPP)	-0.143	46-50,79-83	12-21-low	-	-	-	-	-	7-12	-	-	-	6-11	23-28	-	-	-	
synMTS_1_111_cox2	0.006	No mitochondrial presequence	21(MPP)	0.048	3-7,73-77	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_112_cox2	0.004	No mitochondrial presequence	16(MPP)	0.000	78-82	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_113_cox2	0.035	No mitochondrial presequence	26(MPP)	-0.038	40-44,52-56,76-80,79-83,87-91	3-12-low	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
synMTS_1_114_cox2	0.000	No mitochondrial presequence	61(MPP)	-0.033		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_115_cox2	0.016	No mitochondrial presequence	53(MPP)	0.094		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_116_cox2	0.018	No mitochondrial presequence	55(MPP)	-0.018		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_117_cox2	0.001	No mitochondrial presequence	60(MPP)	0.050		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_118_cox2	0.000	No mitochondrial presequence	49(MPP)	-0.143	63-67	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_119_cox2	0.002	No mitochondrial presequence	44(MPP)	-0.068	29-33	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_120_cox2	0.028	No mitochondrial presequence	47(MPP)	0.000	3-7	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_121_cox2	0.000	No mitochondrial presequence	21(MPP)	-0.143	36-40,76-80	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_122_cox2	0.001	No mitochondrial presequence	21(MPP)	-0.048		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_123_cox2	0.013	No mitochondrial presequence	8(MPP)	0.125		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_124_cox2	0.001	No mitochondrial presequence	28(MPP), 36(Oct1)	0.000		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_125_cox2	0.000	No mitochondrial presequence	57(MPP)	-0.053		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_126_cox2	0.002	No mitochondrial presequence	55(MPP)	0.055		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_127_cox2	0.003	No mitochondrial presequence	15(MPP)	-0.133	49-53,72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_128_cox2	0.002	No mitochondrial presequence	12(MPP)	-0.083	92-96	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_129_cox2	0.001	No mitochondrial presequence	16(MPP)	0.000	64-68,94-98	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_130_cox2	0.015	No mitochondrial presequence	93(MPP)	-0.022	36-40,49-53,57-61	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_131_cox2	0.006	No mitochondrial presequence	59(MPP)	-0.034		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_132_cox2	0.019	No mitochondrial presequence	89(MPP)	-0.011		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_133_cox2	0.005	No mitochondrial presequence	42(MPP), 43(Icp55)	0.024	13-17	13-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_134_cox2	0.018	No mitochondrial presequence	68(MPP)	0.000	53-57,56-60	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_135_cox2	0.002	No mitochondrial presequence	82(MPP)	-0.073	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_136_cox2	0.003	No mitochondrial presequence	23(MPP)	-0.087	31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_137_cox2	0.014	No mitochondrial presequence	61(MPP)	0.082		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_138_cox2	0.011	No mitochondrial presequence	16(MPP)	0.062	13-17,79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_139_cox2	0.002	No mitochondrial presequence	58(MPP)	-0.052	22-26	21-30-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
synMTS_1_140_cox2	0.011	No mitochondrial presequence	55(MPP)	0.036		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_141_cox2	0.004	No mitochondrial presequence	69(MPP)	-0.043		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_142_cox2	0.001	No mitochondrial presequence	87(MPP)	-0.057		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_143_cox2	0.004	No mitochondrial presequence	76(MPP)	-0.066	12-16,57-61	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_144_cox2	0.011	No mitochondrial presequence	50(MPP)	0.020	26-30	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_145_cox2	0.005	No mitochondrial presequence	77(MPP)	-0.065	36-40	15-24-low	-	-	-	-	-	-	-	18-23	-	-	-	-	-	-	
synMTS_1_146_cox2	0.024	No mitochondrial presequence	56(MPP)	0.107	16-20,46-50,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_147_cox2	0.000	No mitochondrial presequence	66(MPP)	-0.076	57-61	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_148_cox2	0.004	No mitochondrial presequence	66(MPP)	-0.061		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_149_cox2	0.009	No mitochondrial presequence	29(MPP)	0.000		18-27-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_150_cox2	0.004	No mitochondrial presequence	54(MPP)	-0.019	45-49	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_151_cox2	0.009	No mitochondrial presequence	33(MPP)	-0.091	1-5,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_152_cox2	0.010	No mitochondrial presequence	83(MPP)	-0.012		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_153_cox2	0.000	No mitochondrial presequence	21(MPP)	-0.095	59-63,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_154_cox2	0.018	No mitochondrial presequence	8(MPP)	0.000	45-49,56-60,66-70,70-74,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_155_cox2	0.008	No mitochondrial presequence	20(MPP)	-0.050	53-57	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_156_cox2	0.001	No mitochondrial presequence	95(MPP)	0.011	14-18	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_157_cox2	0.012	No mitochondrial presequence	34(MPP)	-0.088	34-38,39-43,79-83	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_158_cox2	0.006	No mitochondrial presequence	81(MPP)	-0.012		21-30-low	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
synMTS_1_159_cox2	0.006	No mitochondrial presequence	87(MPP)	0.011		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_160_cox2	0.008	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.024	29-33,66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_161_cox2	0.023	No mitochondrial presequence	88(MPP)	0.102	28-32,76-80	18-27-high	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
synMTS_1_162_cox2	0.001	No mitochondrial presequence	64(MPP)	0.016	51-55	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_163_cox2	0.018	No mitochondrial presequence	66(MPP)	0.045		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_164_cox2	0.035	No mitochondrial presequence	60(MPP)	0.117	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_165_cox2	0.043	No mitochondrial presequence	64(MPP)	0.047	7-11,11-15,46-50,52-56	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_166_cox2	0.008	No mitochondrial presequence	53(MPP)	0.094		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_167_cox2	0.019	No mitochondrial presequence	24(MPP)	0.000	31-35,78-82	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_168_cox2	0.021	No mitochondrial presequence	5(MPP)	-0.200	9-13	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_169_cox2	0.008	No mitochondrial presequence	50(MPP)	0.060	7-11,15-19	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_170_cox2	0.000	No mitochondrial presequence	6(MPP)	0.000		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
