<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_084_var1	0.023	No mitochondrial presequence	46(MPP)	0.022		12-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
synMTS_1_064_var1	0.070	No mitochondrial presequence	31(MPP), 39(Oct1)	0.065	21-25	17-26-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_1_125_var1	0.000	No mitochondrial presequence	41(MPP)	-0.049		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_060_var1	0.007	No mitochondrial presequence	47(MPP)	-0.064		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_163_var1	0.042	No mitochondrial presequence	54(MPP)	0.056		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_075_var1	0.037	No mitochondrial presequence	54(MPP)	0.093		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_043_var1	0.368	No mitochondrial presequence	48(MPP)	0.062	11-15,15-19,73-77	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_191_var1	0.111	No mitochondrial presequence	46(MPP)	0.109	48-52,52-56	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_094_var1	0.185	No mitochondrial presequence	34(MPP)	0.000	2-6,5-9,8-12,31-35	13-22-low	-	-	-	-	5-10	-	-	-	-	-	-	1-6	-	-	
synMTS_1_171_var1	0.023	No mitochondrial presequence	45(MPP)	0.022	16-20,65-69,91-95	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_018_var1	0.024	No mitochondrial presequence	35(MPP)	0.057	49-53,55-59	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_199_var1	0.030	No mitochondrial presequence	12(MPP)	0.083		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_197_var1	0.110	No mitochondrial presequence	6(MPP)	0.333	6-10,11-15,81-85	19-28-high	-	-	-	-	-	-	-	-	9-14	-	-	-	-	-	
synMTS_1_144_var1	0.029	No mitochondrial presequence	29(MPP)	0.069	26-30,96-100	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_173_var1	0.022	No mitochondrial presequence	43(MPP)	0.047		5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_093_var1	0.031	No mitochondrial presequence	59(MPP)	0.085	51-55	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_172_var1	0.061	No mitochondrial presequence	36(MPP)	0.083		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_160_var1	0.010	No mitochondrial presequence	69(MPP)	-0.014	29-33,66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_073_var1	0.048	No mitochondrial presequence	17(MPP)	0.059	14-18,57-61,84-88	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_080_var1	0.056	No mitochondrial presequence	54(MPP)	0.074	4-8,34-38	8-17-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
synMTS_1_118_var1	0.000	No mitochondrial presequence	56(MPP)	-0.107	63-67	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_189_var1	0.058	No mitochondrial presequence	13(MPP)	0.000	17-21,32-36,72-76	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_140_var1	0.031	No mitochondrial presequence	36(MPP)	0.083		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_012_var1	0.020	No mitochondrial presequence	27(MPP)	0.074	5-9,54-58	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_105_var1	0.413	Possessing mitochondrial presequence	42(MPP)	0.119	21-25	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_117_var1	0.005	No mitochondrial presequence	33(MPP)	0.121		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_048_var1	0.040	No mitochondrial presequence	14(MPP)	0.071	11-15	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_089_var1	0.012	No mitochondrial presequence	77(MPP)	-0.065		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_168_var1	0.081	No mitochondrial presequence	35(MPP)	0.057	9-13	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_119_var1	0.008	No mitochondrial presequence	31(MPP)	-0.032	29-33	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_170_var1	0.002	No mitochondrial presequence	46(MPP)	0.022		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_096_var1	0.073	No mitochondrial presequence	42(MPP)	0.024	6-10,20-24	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_086_var1	0.003	No mitochondrial presequence	35(MPP)	0.057		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_133_var1	0.012	No mitochondrial presequence	69(MPP)	0.029	13-17	13-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_104_var1	0.048	No mitochondrial presequence	25(MPP)	-0.040	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_020_var1	0.004	No mitochondrial presequence	69(MPP)	-0.043		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_076_var1	0.050	No mitochondrial presequence	22(MPP)	0.136	40-44,44-48	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_127_var1	0.013	No mitochondrial presequence	51(MPP)	-0.020	49-53,72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_110_var1	0.200	No mitochondrial presequence	38(MPP)	0.079	46-50,79-83	12-21-low	-	-	-	-	-	7-12	-	-	-	6-11	23-28	-	-	-	
synMTS_1_183_var1	0.026	No mitochondrial presequence	39(MPP)	0.077	36-40,65-69	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_079_var1	0.022	No mitochondrial presequence	65(MPP), 66(Icp55)	0.000		6-15-low	-	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
synMTS_1_091_var1	0.034	No mitochondrial presequence	23(MPP)	0.000	1-5,96-100	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_057_var1	0.026	No mitochondrial presequence	33(MPP)	-0.030	17-21	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_156_var1	0.004	No mitochondrial presequence	56(MPP)	0.018	14-18	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_115_var1	0.071	No mitochondrial presequence	22(MPP)	0.182		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_027_var1	0.009	No mitochondrial presequence	49(MPP)	-0.082		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_141_var1	0.106	No mitochondrial presequence	65(MPP)	-0.046		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_038_var1	0.011	No mitochondrial presequence	62(MPP)	-0.016		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_034_var1	0.006	No mitochondrial presequence	10(MPP)	-0.100	30-34,47-51	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_138_var1	0.039	No mitochondrial presequence	36(MPP)	0.056	13-17,79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_035_var1	0.027	No mitochondrial presequence	57(MPP)	-0.070	54-58,88-92,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_039_var1	0.014	No mitochondrial presequence	14(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_090_var1	0.025	No mitochondrial presequence	35(MPP)	-0.029		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_030_var1	0.007	No mitochondrial presequence	69(MPP)	-0.087	66-70	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_158_var1	0.051	No mitochondrial presequence	27(MPP)	0.074		14-23-high	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
synMTS_1_082_var1	0.014	No mitochondrial presequence	59(MPP)	-0.068		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_015_var1	0.236	No mitochondrial presequence	29(MPP)	0.138	26-30	19-30-low	-	-	-	-	-	-	-	-	5-10	-	4-9	25-30	-	-	
synMTS_1_047_var1	0.051	No mitochondrial presequence	86(MPP), 87(Icp55)	-0.023		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_072_var1	0.090	No mitochondrial presequence	15(MPP)	0.067	7-11,33-37	6-15-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_1_122_var1	0.002	No mitochondrial presequence	39(MPP)	-0.077		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_182_var1	0.020	No mitochondrial presequence	43(MPP)	0.047	1-5	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_148_var1	0.009	No mitochondrial presequence	26(MPP)	0.038		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_041_var1	0.023	No mitochondrial presequence	58(MPP)	-0.052	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_142_var1	0.001	No mitochondrial presequence	56(MPP)	-0.071		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_033_var1	0.012	No mitochondrial presequence	45(MPP)	0.089	11-15,29-33	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_050_var1	0.002	No mitochondrial presequence	11(MPP)	-0.091		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_023_var1	0.035	No mitochondrial presequence	31(MPP)	0.161	95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_054_var1	0.041	No mitochondrial presequence	41(MPP)	0.049		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_139_var1	0.006	No mitochondrial presequence	25(MPP)	0.040	22-26	21-30-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
synMTS_1_185_var1	0.158	No mitochondrial presequence	31(MPP)	0.161	8-12,48-52	13-24-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
synMTS_1_032_var1	0.034	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067	4-8	1-10-low	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
synMTS_1_194_var1	0.185	No mitochondrial presequence	29(MPP)	0.103		7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_070_var1	0.044	No mitochondrial presequence	46(MPP)	0.000		14-26-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
synMTS_1_146_var1	0.116	No mitochondrial presequence	42(MPP)	0.095	16-20,46-50,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_108_var1	0.005	No mitochondrial presequence	39(MPP)	-0.077		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_013_var1	0.035	No mitochondrial presequence	21(MPP)	-0.048		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_001_var1	0.003	No mitochondrial presequence	6(MPP)	-0.333		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_074_var1	0.020	No mitochondrial presequence	36(MPP)	-0.194		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_088_var1	0.007	No mitochondrial presequence	29(MPP)	0.000	40-44	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_161_var1	0.246	No mitochondrial presequence	22(MPP)	0.000	28-32,76-80	18-27-high	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
synMTS_1_151_var1	0.019	No mitochondrial presequence	92(MPP)	0.043	1-5,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_131_var1	0.009	No mitochondrial presequence	42(MPP)	0.000		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_066_var1	0.056	No mitochondrial presequence	46(MPP)	0.000	43-47	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_135_var1	0.003	No mitochondrial presequence	60(MPP)	-0.067	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_181_var1	0.152	No mitochondrial presequence	31(MPP)	0.097		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_150_var1	0.003	No mitochondrial presequence	38(MPP)	-0.053		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_116_var1	0.035	No mitochondrial presequence	42(MPP)	-0.024		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_154_var1	0.034	No mitochondrial presequence	64(MPP)	0.000	45-49,56-60,66-70,70-74,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_051_var1	0.043	No mitochondrial presequence	48(MPP)	0.021	50-54,66-70,69-73	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_031_var1	0.003	No mitochondrial presequence	59(MPP)	-0.119	47-51	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_052_var1	0.027	No mitochondrial presequence	23(MPP)	0.043		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_196_var1	0.005	No mitochondrial presequence	6(MPP)	0.000	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_097_var1	0.048	No mitochondrial presequence	41(MPP)	0.024	85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_190_var1	0.063	No mitochondrial presequence	64(MPP)	-0.016	10-14,20-24	8-18-low	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
synMTS_1_037_var1	0.003	No mitochondrial presequence	24(MPP)	0.042		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_002_var1	0.003	No mitochondrial presequence	35(MPP)	0.086	2-6,32-36,58-62,61-65,72-76	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_145_var1	0.034	No mitochondrial presequence	39(MPP)	-0.077	36-40	15-24-low	-	-	-	-	-	-	-	18-23	-	-	-	-	-	-	
synMTS_1_103_var1	0.010	No mitochondrial presequence	7(MPP)	0.143	31-35,40-44,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_059_var1	0.046	No mitochondrial presequence	38(MPP)	0.026	1-5,14-18,32-36	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_044_var1	0.017	No mitochondrial presequence	6(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_065_var1	0.190	No mitochondrial presequence	9(MPP)	0.000	6-10	1-10-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
synMTS_1_042_var1	0.041	No mitochondrial presequence	20(MPP)	0.100		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_120_var1	0.061	No mitochondrial presequence	6(MPP), 7(Icp55)	0.167	3-7,93-97	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_087_var1	0.010	No mitochondrial presequence	50(MPP)	0.000	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_019_var1	0.006	No mitochondrial presequence	26(MPP)	-0.038	15-19	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_069_var1	0.002	No mitochondrial presequence	16(MPP)	0.000	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_198_var1	0.001	No mitochondrial presequence	4(MPP)	0.250	46-50	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_011_var1	0.010	No mitochondrial presequence	54(MPP)	-0.019	47-51	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_085_var1	0.038	No mitochondrial presequence	11(MPP)	0.182		8-20-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
synMTS_1_024_var1	0.009	No mitochondrial presequence	61(MPP)	-0.066		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_010_var1	0.005	No mitochondrial presequence	56(MPP)	-0.089	44-48,53-57,74-78	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_067_var1	0.041	No mitochondrial presequence	77(MPP)	0.013	16-20	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_005_var1	0.241	No mitochondrial presequence	24(MPP)	0.208	2-6	20-29-high	-	-	-	-	-	-	7-12	-	-	6-11	-	1-6	-	-	
synMTS_1_123_var1	0.049	No mitochondrial presequence	26(MPP)	0.077		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_162_var1	0.003	No mitochondrial presequence	54(MPP)	0.019	51-55	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_195_var1	0.009	No mitochondrial presequence	61(MPP)	0.066		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_063_var1	0.505	Possessing mitochondrial presequence	13(MPP)	0.077	10-14,18-22,50-54	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_1_130_var1	0.021	No mitochondrial presequence	33(MPP)	-0.030	36-40,49-53,57-61	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
