<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_221_hac1	0.003	No mitochondrial presequence	24(MPP)	0.000	31-35	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_222_hac1	0.006	No mitochondrial presequence	41(MPP)	0.049	73-77	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_223_hac1	0.001	No mitochondrial presequence	23(MPP)	-0.087	7-11	6-16-high	-	-	-	-	-	-	-	-	5-10	-	-	-	-	-	
synMTS_1_224_hac1	0.003	No mitochondrial presequence	44(MPP)	0.068	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_225_hac1	0.009	No mitochondrial presequence	35(MPP)	-0.029	13-17,29-33	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_226_hac1	0.007	No mitochondrial presequence	8(MPP)	-0.375	87-91	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_227_hac1	0.001	No mitochondrial presequence	32(MPP)	-0.125		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_228_hac1	0.009	No mitochondrial presequence	34(MPP)	0.059		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_229_hac1	0.001	No mitochondrial presequence	6(MPP)	-0.167		11-20-low	-	-	-	-	-	-	-	-	5-10	-	-	-	-	-	
synMTS_1_230_hac1	0.007	No mitochondrial presequence	76(MPP)	0.039	7-11,30-34	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_231_hac1	0.013	No mitochondrial presequence	80(MPP)	0.013	91-95	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_232_hac1	0.009	No mitochondrial presequence	86(MPP)	0.035	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_233_hac1	0.015	No mitochondrial presequence	81(MPP)	-0.012	9-13,92-96	2-13-high	11-16	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_234_hac1	0.003	No mitochondrial presequence	88(MPP)	0.023		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_235_hac1	0.000	No mitochondrial presequence	94(MPP)	-0.053		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_236_hac1	0.000	No mitochondrial presequence	87(MPP)	0.023	25-29	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_237_hac1	0.057	No mitochondrial presequence	22(MPP)	0.136	7-11,12-16,16-20,19-23,44-48,78-82,83-87	5-14-low	-	-	-	-	19-24	-	-	-	-	-	-	15-20	-	-	
synMTS_1_238_hac1	0.002	No mitochondrial presequence	82(MPP)	0.000	37-41,41-45,93-97	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_239_hac1	0.016	No mitochondrial presequence	83(MPP)	-0.060	44-48,94-98	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_240_hac1	0.016	No mitochondrial presequence	33(MPP)	0.030	16-20	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_241_hac1	0.021	No mitochondrial presequence	7(MPP)	0.286	64-68	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_242_hac1	0.009	No mitochondrial presequence	25(MPP)	0.000	43-47,64-68	16-25-low	-	-	-	5-10	-	-	-	-	-	-	-	-	-	-	
synMTS_1_243_hac1	0.003	No mitochondrial presequence	19(MPP)	-0.053	21-25	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_244_hac1	0.003	No mitochondrial presequence	17(MPP)	-0.059		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_245_hac1	0.001	No mitochondrial presequence	95(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_246_hac1	0.001	No mitochondrial presequence	11(MPP)	0.000	48-52	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_247_hac1	0.000	No mitochondrial presequence	8(MPP)	-0.125		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_248_hac1	0.045	No mitochondrial presequence	29(MPP)	0.069	15-19,45-49	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_249_hac1	0.002	No mitochondrial presequence	17(MPP)	-0.059		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_250_hac1	0.003	No mitochondrial presequence	88(MPP)	-0.091		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_251_hac1	0.013	No mitochondrial presequence	43(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_252_hac1	0.000	No mitochondrial presequence	15(MPP)	0.000	54-58	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_253_hac1	0.003	No mitochondrial presequence	94(MPP)	0.032	85-89	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_254_hac1	0.025	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.024		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_255_hac1	0.040	No mitochondrial presequence	94(MPP)	0.117	55-59	1-12-high	-	13-18	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_256_hac1	0.000	No mitochondrial presequence	34(MPP)	-0.235		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_257_hac1	0.002	No mitochondrial presequence	92(MPP)	-0.022	41-45	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_258_hac1	0.016	No mitochondrial presequence	33(MPP), 34(Icp55)	0.030	53-57,75-79	5-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_259_hac1	0.011	No mitochondrial presequence	30(MPP), 31(Icp55)	0.100	10-14,26-30,31-35,49-53,56-60	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_260_hac1	0.005	No mitochondrial presequence	39(MPP)	-0.051	51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_261_hac1	0.000	No mitochondrial presequence	82(MPP)	-0.049	93-97	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_262_hac1	0.005	No mitochondrial presequence	86(MPP)	0.023	24-28	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_263_hac1	0.011	No mitochondrial presequence	93(MPP)	-0.054	44-48	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_264_hac1	0.004	No mitochondrial presequence	85(MPP)	0.000	96-100	13-22-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_265_hac1	0.023	No mitochondrial presequence	78(MPP)	0.013	2-6,6-10,13-17,89-93	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_266_hac1	0.009	No mitochondrial presequence	31(MPP)	0.000	4-8	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	14-19	
synMTS_1_267_hac1	0.021	No mitochondrial presequence	62(MPP)	0.048	10-14,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_268_hac1	0.002	No mitochondrial presequence	11(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_269_hac1	0.022	No mitochondrial presequence	82(MPP)	0.012	93-97	21-30-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
synMTS_1_270_hac1	0.006	No mitochondrial presequence	51(MPP), 52(Icp55)	0.098		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_271_hac1	0.002	No mitochondrial presequence	31(MPP)	0.129	18-22	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_272_hac1	0.039	No mitochondrial presequence	15(MPP)	0.067	4-8,61-65	1-10-high	-	-	-	-	4-9	-	-	-	12-17	-	-	-	-	-	
synMTS_1_273_hac1	0.025	No mitochondrial presequence	93(MPP)	0.075	38-42,84-88	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_274_hac1	0.027	No mitochondrial presequence	36(MPP)	0.083	17-21,36-40	17-28-high	-	-	-	-	17-22	-	10-15	-	-	-	-	-	-	9-14	
synMTS_1_275_hac1	0.023	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022		21-30-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_276_hac1	0.004	No mitochondrial presequence	15(MPP)	0.000	11-15,22-26	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_1_277_hac1	0.001	No mitochondrial presequence	9(MPP)	-0.222	51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_278_hac1	0.023	No mitochondrial presequence	79(MPP)	0.051	90-94	7-16-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_279_hac1	0.018	No mitochondrial presequence	5(MPP)	-0.400	23-27	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_280_hac1	0.007	No mitochondrial presequence	25(MPP)	0.040	30-34,49-53	17-26-low	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	
synMTS_1_281_hac1	0.000	No mitochondrial presequence	95(MPP)	0.053	23-27	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_282_hac1	0.001	No mitochondrial presequence	94(MPP)	0.043	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_283_hac1	0.000	No mitochondrial presequence	77(MPP)	0.065	43-47,50-54,70-74	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_284_hac1	0.000	No mitochondrial presequence	15(MPP)	0.067		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_285_hac1	0.217	No mitochondrial presequence	32(MPP)	0.156	8-12,43-47,96-100	8-17-high	-	-	-	-	8-13	-	1-6	11-16	-	-	-	-	-	-	
synMTS_1_286_hac1	0.036	No mitochondrial presequence	36(MPP), 37(Icp55)	0.111	9-13,12-16	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
synMTS_1_287_hac1	0.015	No mitochondrial presequence	6(MPP)	-0.167	17-21,20-24,27-31,78-82	1-10-low	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-	
synMTS_1_288_hac1	0.018	No mitochondrial presequence	87(MPP)	0.046	2-6,19-23,23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_289_hac1	0.000	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_290_hac1	0.001	No mitochondrial presequence	64(MPP)	0.016	59-63	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_291_hac1	0.002	No mitochondrial presequence	84(MPP)	0.060	95-99	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_292_hac1	0.015	No mitochondrial presequence	6(MPP)	0.333	42-46	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_293_hac1	0.041	No mitochondrial presequence	82(MPP)	-0.012	38-42,93-97	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_294_hac1	0.040	No mitochondrial presequence	10(MPP)	0.100	35-39,63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_295_hac1	0.006	No mitochondrial presequence	93(MPP)	0.054	84-88	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_296_hac1	0.021	No mitochondrial presequence	13(MPP)	-0.154	6-10,58-62	2-11-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
synMTS_1_297_hac1	0.012	No mitochondrial presequence	77(MPP)	0.039	32-36,88-92	18-29-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
synMTS_1_298_hac1	0.030	No mitochondrial presequence	86(MPP)	-0.012		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_299_hac1	0.010	No mitochondrial presequence	33(MPP)	-0.030	49-53,69-73,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_300_hac1	0.021	No mitochondrial presequence	28(MPP)	-0.071		16-25-low	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_1_301_hac1	0.004	No mitochondrial presequence	90(MPP)	0.011	1-5	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_302_hac1	0.040	No mitochondrial presequence	95(MPP)	0.063	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_303_hac1	0.003	No mitochondrial presequence	39(MPP)	0.128		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_304_hac1	0.003	No mitochondrial presequence	23(MPP)	-0.217		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_305_hac1	0.003	No mitochondrial presequence	93(MPP), 101(Oct1)	0.000	88-92	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_306_hac1	0.065	No mitochondrial presequence	30(MPP)	0.067	4-8,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_307_hac1	0.017	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.034	22-26,26-30,48-52	1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
synMTS_1_308_hac1	0.006	No mitochondrial presequence	77(MPP)	0.039	17-21,88-92	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_309_hac1	0.006	No mitochondrial presequence	7(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_310_hac1	0.010	No mitochondrial presequence	46(MPP)	0.000	43-47	10-19-high	-	14-19	16-21	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_311_hac1	0.000	No mitochondrial presequence	67(MPP)	0.030	59-63	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_312_hac1	0.013	No mitochondrial presequence	86(MPP)	0.058	46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_313_hac1	0.007	No mitochondrial presequence	31(MPP)	-0.065	3-7	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_314_hac1	0.000	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067		16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_315_hac1	0.117	No mitochondrial presequence	22(MPP)	0.136	18-22	13-27-high	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-	
synMTS_1_316_hac1	0.026	No mitochondrial presequence	91(MPP)	0.066	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_317_hac1	0.008	No mitochondrial presequence	50(MPP)	-0.080	73-77	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_318_hac1	0.003	No mitochondrial presequence	65(MPP)	-0.077	15-19	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_319_hac1	0.029	No mitochondrial presequence	32(MPP)	0.094	28-32	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_320_hac1	0.015	No mitochondrial presequence	12(MPP)	0.167	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_321_hac1	0.008	No mitochondrial presequence	80(MPP)	0.013	91-95	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_322_hac1	0.001	No mitochondrial presequence	21(MPP)	0.143		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_323_hac1	0.007	No mitochondrial presequence	38(MPP)	-0.026		8-18-high	-	-	-	-	-	-	-	-	-	-	14-19	-	-	-	
synMTS_1_324_hac1	0.001	No mitochondrial presequence	11(MPP)	-0.273	10-14	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_325_hac1	0.029	No mitochondrial presequence	77(MPP)	0.091	11-15,88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_326_hac1	0.027	No mitochondrial presequence	25(MPP)	0.080	11-15,33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
synMTS_1_327_hac1	0.015	No mitochondrial presequence	94(MPP)	0.064	8-12,85-89	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_328_hac1	0.008	No mitochondrial presequence	89(MPP)	0.034	15-19	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_329_hac1	0.000	No mitochondrial presequence	31(MPP)	-0.194		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_330_hac1	0.002	No mitochondrial presequence	13(MPP), 21(Oct1)	-0.077	53-57	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_331_hac1	0.000	No mitochondrial presequence	22(MPP)	-0.091	32-36,55-59	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_332_hac1	0.006	No mitochondrial presequence	22(MPP)	-0.091	18-22,48-52	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
synMTS_1_333_hac1	0.022	No mitochondrial presequence	32(MPP)	0.062	4-8,49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_334_hac1	0.001	No mitochondrial presequence	40(MPP)	0.100	56-60,65-69,93-97	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_335_hac1	0.004	No mitochondrial presequence	87(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_336_hac1	0.011	No mitochondrial presequence	92(MPP)	0.043	83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_337_hac1	0.006	No mitochondrial presequence	61(MPP)	0.049	11-15,14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_338_hac1	0.001	No mitochondrial presequence	6(MPP)	-0.167	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_339_hac1	0.004	No mitochondrial presequence	16(MPP)	-0.125		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_340_hac1	0.002	No mitochondrial presequence	19(MPP)	0.053		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_341_hac1	0.001	No mitochondrial presequence	90(MPP)	0.022	37-41	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_342_hac1	0.016	No mitochondrial presequence	6(MPP)	-0.333		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_343_hac1	0.002	No mitochondrial presequence	19(MPP), 20(Icp55)	0.158	27-31,32-36,59-63	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_344_hac1	0.002	No mitochondrial presequence	6(MPP)	-0.167	41-45,45-49,65-69,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_345_hac1	0.011	No mitochondrial presequence	24(MPP)	-0.042	10-14	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_346_hac1	0.003	No mitochondrial presequence	94(MPP)	-0.011	41-45	21-30-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_347_hac1	0.018	No mitochondrial presequence	20(MPP)	0.200		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_348_hac1	0.013	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.100		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_349_hac1	0.008	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045	12-16,20-24,74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_350_hac1	0.001	No mitochondrial presequence	94(MPP)	-0.085		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_351_hac1	0.043	No mitochondrial presequence	25(MPP)	0.040	5-9,9-13,15-19,18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	8-13	5-10	-	
synMTS_1_352_hac1	0.032	No mitochondrial presequence	14(MPP)	0.000	54-58	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_353_hac1	0.022	No mitochondrial presequence	16(MPP)	-0.062		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_354_hac1	0.007	No mitochondrial presequence	10(MPP)	0.000	1-5,94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_355_hac1	0.000	No mitochondrial presequence	43(MPP)	0.023	28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_356_hac1	0.002	No mitochondrial presequence	43(MPP)	-0.070		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_357_hac1	0.021	No mitochondrial presequence	93(MPP)	0.086	84-88	3-14-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
synMTS_1_358_hac1	0.038	No mitochondrial presequence	17(MPP)	0.059	11-15,14-18,46-50	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_359_hac1	0.000	No mitochondrial presequence	77(MPP)	-0.026	88-92	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_360_hac1	0.001	No mitochondrial presequence	27(MPP)	0.000	51-55	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_361_hac1	0.003	No mitochondrial presequence	27(MPP), 28(Icp55)	0.185		20-30-high	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_362_hac1	0.008	No mitochondrial presequence	21(MPP)	0.048	70-74	1-10-low	-	6-11	-	-	-	4-9	-	-	-	3-8	-	-	-	-	
synMTS_1_363_hac1	0.005	No mitochondrial presequence	95(MPP)	0.074	4-8,86-90	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_364_hac1	0.019	No mitochondrial presequence	81(MPP)	0.037	25-29,92-96	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_365_hac1	0.000	No mitochondrial presequence	18(MPP)	-0.111	28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_366_hac1	0.059	No mitochondrial presequence	33(MPP)	0.121	62-66	7-16-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	11-16	
synMTS_1_367_hac1	0.000	No mitochondrial presequence	13(MPP)	0.077	66-70	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_368_hac1	0.004	No mitochondrial presequence	19(MPP)	-0.105		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
