<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_458_mmf1	0.003	No mitochondrial presequence	13(MPP)	0.000	41-45	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_459_mmf1	0.003	No mitochondrial presequence	88(MPP)	0.023	28-32,47-51,52-56	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_460_mmf1	0.018	No mitochondrial presequence	18(MPP)	0.000	13-17	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_461_mmf1	0.003	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.017	12-16	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_462_mmf1	0.014	No mitochondrial presequence	62(MPP)	0.097	40-44	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_463_mmf1	0.024	No mitochondrial presequence	15(MPP)	-0.067		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_464_mmf1	0.000	No mitochondrial presequence	86(MPP)	-0.093		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_465_mmf1	0.040	No mitochondrial presequence	93(MPP)	0.075	32-36,35-39	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_466_mmf1	0.057	No mitochondrial presequence	65(MPP)	0.015		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_467_mmf1	0.012	No mitochondrial presequence	73(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
synMTS_1_468_mmf1	0.023	No mitochondrial presequence	92(MPP)	0.033		17-26-low	-	-	-	-	-	-	-	19-24	-	-	-	-	-	-	
synMTS_1_469_mmf1	0.054	No mitochondrial presequence	59(MPP)	0.102	22-26	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_470_mmf1	0.022	No mitochondrial presequence	18(MPP)	0.167	25-29	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_471_mmf1	0.007	No mitochondrial presequence	14(MPP), 15(Icp55)	-0.071	40-44	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_472_mmf1	0.003	No mitochondrial presequence	87(MPP)	-0.046	68-72	10-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_473_mmf1	0.025	No mitochondrial presequence	87(MPP)	-0.011		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_474_mmf1	0.004	No mitochondrial presequence	41(MPP)	0.000	1-5,35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_475_mmf1	0.031	No mitochondrial presequence	25(MPP)	0.040		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_476_mmf1	0.019	No mitochondrial presequence	95(MPP)	0.011	33-37	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_477_mmf1	0.010	No mitochondrial presequence	56(MPP)	0.018	41-45,60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_478_mmf1	0.008	No mitochondrial presequence	13(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_479_mmf1	0.002	No mitochondrial presequence	6(MPP)	-0.167	31-35,37-41	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_480_mmf1	0.001	No mitochondrial presequence	7(MPP), 8(Icp55)	-0.286	28-32,45-49,91-95	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_481_mmf1	0.025	No mitochondrial presequence	84(MPP)	0.060	57-61	1-10-high	-	-	-	-	-	-	-	-	-	-	24-29	-	-	-	
synMTS_1_482_mmf1	0.001	No mitochondrial presequence	12(MPP)	-0.083	77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_483_mmf1	0.004	No mitochondrial presequence	91(MPP)	-0.033	68-72	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_484_mmf1	0.008	No mitochondrial presequence	84(MPP)	-0.012	22-26,40-44,74-78	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_485_mmf1	0.061	No mitochondrial presequence	71(MPP)	0.085	31-35	21-30-low	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
synMTS_1_486_mmf1	0.021	No mitochondrial presequence	8(MPP)	0.000	47-51,57-61,61-65	8-17-high	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
synMTS_1_487_mmf1	0.110	No mitochondrial presequence	81(MPP)	0.086		18-30-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_488_mmf1	0.007	No mitochondrial presequence	57(MPP)	0.140		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_489_mmf1	0.035	No mitochondrial presequence	66(MPP)	0.061		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_490_mmf1	0.018	No mitochondrial presequence	93(MPP)	0.043	48-52,52-56,83-87	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_491_mmf1	0.003	No mitochondrial presequence	90(MPP)	0.000	14-18	21-30-low	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
synMTS_1_492_mmf1	0.020	No mitochondrial presequence	76(MPP)	0.000	41-45	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_493_mmf1	0.062	No mitochondrial presequence	88(MPP)	0.023	13-17,23-27,67-71	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_494_mmf1	0.052	No mitochondrial presequence	7(MPP)	0.429	15-19,20-24,33-37	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_495_mmf1	0.032	No mitochondrial presequence	64(MPP)	0.109	8-12,45-49	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_496_mmf1	0.027	No mitochondrial presequence	61(MPP)	-0.016	2-6	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_497_mmf1	0.076	No mitochondrial presequence	74(MPP)	0.068	5-9	5-16-high	-	-	-	-	-	-	-	-	11-16	-	-	-	5-10	-	
synMTS_1_498_mmf1	0.011	No mitochondrial presequence	26(MPP)	-0.077	80-84	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_499_mmf1	0.029	No mitochondrial presequence	91(MPP)	0.033		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_500_mmf1	0.017	No mitochondrial presequence	59(MPP)	0.051	87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_501_mmf1	0.009	No mitochondrial presequence	52(MPP), 53(Icp55)	0.000	48-52,76-80	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_502_mmf1	0.272	No mitochondrial presequence	71(MPP)	0.197	1-5,13-17,26-30	19-30-high	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
synMTS_1_503_mmf1	0.002	No mitochondrial presequence	92(MPP)	-0.011	51-55	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_504_mmf1	0.026	No mitochondrial presequence	84(MPP)	0.095	35-39,40-44	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_505_mmf1	0.006	No mitochondrial presequence	32(MPP)	0.031	28-32,66-70,82-86	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_506_mmf1	0.119	No mitochondrial presequence	70(MPP)	0.114		19-28-high	6-11	3-8	-	-	-	1-6	-	-	-	-	-	-	-	-	
synMTS_1_507_mmf1	0.001	No mitochondrial presequence	91(MPP)	-0.055		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_508_mmf1	0.018	No mitochondrial presequence	47(MPP)	0.149	47-51,54-58,74-78,77-81,81-85	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_509_mmf1	0.035	No mitochondrial presequence	68(MPP)	0.029		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_510_mmf1	0.005	No mitochondrial presequence	75(MPP)	0.040	21-25	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_511_mmf1	0.006	No mitochondrial presequence	12(MPP)	0.000	17-21	18-27-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
synMTS_1_512_mmf1	0.048	No mitochondrial presequence	76(MPP)	0.092	36-40,40-44	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_513_mmf1	0.002	No mitochondrial presequence	9(MPP)	-0.333	51-55	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_514_mmf1	0.054	No mitochondrial presequence	65(MPP)	0.169	24-28,27-31,30-34	8-18-low	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
synMTS_1_515_mmf1	0.042	No mitochondrial presequence	94(MPP)	0.074	77-81	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_516_mmf1	0.106	No mitochondrial presequence	94(MPP)	0.043		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_517_mmf1	0.003	No mitochondrial presequence	84(MPP)	-0.083		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_518_mmf1	0.023	No mitochondrial presequence	59(MPP)	0.237		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_519_mmf1	0.005	No mitochondrial presequence	61(MPP)	0.016		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_520_mmf1	0.024	No mitochondrial presequence	79(MPP)	-0.013	60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_521_mmf1	0.015	No mitochondrial presequence	75(MPP)	-0.013		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_522_mmf1	0.025	No mitochondrial presequence	12(MPP), 20(Oct1)	0.083		17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_523_mmf1	0.076	No mitochondrial presequence	89(MPP)	0.090	51-55	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_524_mmf1	0.010	No mitochondrial presequence	72(MPP)	0.028		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_525_mmf1	0.002	No mitochondrial presequence	84(MPP)	-0.012		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_526_mmf1	0.024	No mitochondrial presequence	62(MPP)	0.097	21-25,43-47	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_527_mmf1	0.010	No mitochondrial presequence	90(MPP)	0.067		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_528_mmf1	0.017	No mitochondrial presequence	35(MPP)	0.000		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_529_mmf1	0.022	No mitochondrial presequence	80(MPP)	0.113	61-65	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_530_mmf1	0.025	No mitochondrial presequence	37(MPP)	0.081	41-45,68-72	19-28-high	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-	
synMTS_1_531_mmf1	0.015	No mitochondrial presequence	36(MPP), 37(Icp55)	-0.056	67-71,85-89	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_532_mmf1	0.022	No mitochondrial presequence	95(MPP)	-0.042	7-11	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_533_mmf1	0.005	No mitochondrial presequence	89(MPP)	-0.022		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_534_mmf1	0.077	No mitochondrial presequence	93(MPP)	0.065	26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_535_mmf1	0.000	No mitochondrial presequence	80(MPP)	0.050		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_536_mmf1	0.004	No mitochondrial presequence	74(MPP)	0.135		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_537_mmf1	0.037	No mitochondrial presequence	88(MPP)	-0.023		9-21-high	-	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	
synMTS_1_538_mmf1	0.056	No mitochondrial presequence	82(MPP)	0.122	13-17	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_539_mmf1	0.082	No mitochondrial presequence	72(MPP)	0.125	50-54	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_540_mmf1	0.007	No mitochondrial presequence	19(MPP)	0.053	91-95	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_541_mmf1	0.019	No mitochondrial presequence	68(MPP)	0.059		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_542_mmf1	0.029	No mitochondrial presequence	23(MPP)	0.000	16-20,47-51,63-67	16-25-high	-	-	-	-	-	-	-	-	14-19	-	-	-	-	-	
synMTS_1_543_mmf1	0.003	No mitochondrial presequence	7(MPP)	0.143	69-73	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_544_mmf1	0.063	No mitochondrial presequence	81(MPP)	0.136		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_545_mmf1	0.014	No mitochondrial presequence	63(MPP)	0.079		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_546_mmf1	0.025	No mitochondrial presequence	89(MPP)	0.202	30-34	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_547_mmf1	0.030	No mitochondrial presequence	68(MPP)	0.029	35-39	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_548_mmf1	0.009	No mitochondrial presequence	93(MPP)	0.022		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_549_mmf1	0.016	No mitochondrial presequence	88(MPP)	0.102	58-62	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_550_mmf1	0.010	No mitochondrial presequence	30(MPP)	0.033		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_551_mmf1	0.167	No mitochondrial presequence	84(MPP)	0.179	23-27,56-60	21-30-high	-	6-11	-	-	23-28	-	-	-	-	-	-	-	-	-	
synMTS_1_552_mmf1	0.001	No mitochondrial presequence	30(MPP)	0.067		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_553_mmf1	0.035	No mitochondrial presequence	39(MPP)	-0.026	14-18	10-21-high	-	-	-	-	-	-	-	-	-	-	-	13-18	14-19	-	
synMTS_1_554_mmf1	0.021	No mitochondrial presequence	78(MPP)	0.038		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_555_mmf1	0.007	No mitochondrial presequence	31(MPP)	-0.032	89-93	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_556_mmf1	0.098	No mitochondrial presequence	75(MPP)	0.120		7-16-high	-	-	-	-	-	-	-	-	10-15	-	9-14	-	-	-	
synMTS_1_557_mmf1	0.004	No mitochondrial presequence	30(MPP), 31(Icp55)	0.000	12-16,92-96	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_558_mmf1	0.029	No mitochondrial presequence	88(MPP)	0.000	68-72	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_559_mmf1	0.034	No mitochondrial presequence	60(MPP)	0.033	26-30	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_560_mmf1	0.009	No mitochondrial presequence	4(MPP)	0.000	32-36	7-16-high	-	-	-	-	-	-	-	-	-	23-28	-	-	-	-	
synMTS_1_561_mmf1	0.016	No mitochondrial presequence	77(MPP)	0.052		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_562_mmf1	0.018	No mitochondrial presequence	91(MPP)	0.044	13-17,43-47,50-54	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_563_mmf1	0.104	No mitochondrial presequence	59(MPP)	0.051	8-12	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_564_mmf1	0.003	No mitochondrial presequence	90(MPP)	-0.011		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_565_mmf1	0.004	No mitochondrial presequence	87(MPP)	0.023		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_566_mmf1	0.013	No mitochondrial presequence	20(MPP)	0.000	18-22,64-68	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_567_mmf1	0.003	No mitochondrial presequence	90(MPP)	0.044	47-51	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_568_mmf1	0.043	No mitochondrial presequence	58(MPP)	0.155	2-6	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_569_mmf1	0.054	No mitochondrial presequence	70(MPP)	0.029		20-30-low	-	-	-	-	-	-	-	-	6-11	-	-	-	-	-	
