<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_392_var1	0.013	No mitochondrial presequence	40(MPP)	0.000	43-47,50-54	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_385_var1	0.592	Possessing mitochondrial presequence	16(MPP)	0.188		11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_265_var1	0.048	No mitochondrial presequence	16(MPP)	0.062	2-6,6-10,13-17	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_334_var1	0.038	No mitochondrial presequence	31(MPP)	0.129	56-60,65-69,93-97	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_366_var1	0.176	No mitochondrial presequence	28(MPP)	0.107	62-66	7-16-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	11-16	
synMTS_1_269_var1	0.091	No mitochondrial presequence	25(MPP)	0.040		21-30-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
synMTS_1_204_var1	0.059	No mitochondrial presequence	70(MPP)	0.057	67-71,87-91	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_344_var1	0.007	No mitochondrial presequence	47(MPP)	0.000	41-45,45-49,65-69,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_238_var1	0.007	No mitochondrial presequence	49(MPP)	-0.020	37-41,41-45	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_381_var1	0.060	No mitochondrial presequence	46(MPP)	0.043		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_295_var1	0.002	No mitochondrial presequence	36(MPP)	-0.028	94-98	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_306_var1	0.222	No mitochondrial presequence	13(MPP)	0.154	4-8,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_211_var1	0.166	No mitochondrial presequence	42(MPP)	0.048	33-37,46-50	19-28-high	-	-	-	-	-	-	-	-	-	20-25	-	-	-	-	
synMTS_1_389_var1	0.246	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022	3-7,42-46,52-56	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_293_var1	0.054	No mitochondrial presequence	32(MPP)	0.000	38-42	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_302_var1	0.135	No mitochondrial presequence	24(MPP)	0.042	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_358_var1	0.069	No mitochondrial presequence	60(MPP)	0.017	11-15,14-18,46-50	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_216_var1	0.008	No mitochondrial presequence	32(MPP)	0.062		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_260_var1	0.081	No mitochondrial presequence	41(MPP)	-0.024	51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_362_var1	0.065	No mitochondrial presequence	21(MPP)	0.048	70-74	1-10-low	-	6-11	-	-	-	4-9	-	-	-	3-8	-	-	-	-	
synMTS_1_236_var1	0.000	No mitochondrial presequence	43(MPP)	0.023	25-29	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_336_var1	0.012	No mitochondrial presequence	38(MPP)	-0.053	93-97	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_378_var1	0.006	No mitochondrial presequence	53(MPP)	0.057	76-80	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_294_var1	0.061	No mitochondrial presequence	86(MPP)	0.000	35-39,63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_332_var1	0.100	No mitochondrial presequence	21(MPP), 29(Oct1)	-0.095	18-22,48-52	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
synMTS_1_251_var1	0.102	No mitochondrial presequence	34(MPP)	0.029		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_342_var1	0.025	No mitochondrial presequence	67(MPP)	-0.015		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_243_var1	0.006	No mitochondrial presequence	13(MPP)	0.077	21-25	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_262_var1	0.011	No mitochondrial presequence	8(MPP)	0.000	24-28	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_353_var1	0.101	No mitochondrial presequence	15(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_277_var1	0.003	No mitochondrial presequence	30(MPP)	-0.167	51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_299_var1	0.021	No mitochondrial presequence	56(MPP)	0.018	49-53,69-73,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_396_var1	0.064	No mitochondrial presequence	25(MPP)	0.040	14-18,32-36,36-40	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_301_var1	0.036	No mitochondrial presequence	15(MPP)	0.133	1-5	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_311_var1	0.005	No mitochondrial presequence	10(MPP)	0.100	59-63	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_341_var1	0.052	No mitochondrial presequence	26(MPP)	0.154	37-41	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_237_var1	0.334	No mitochondrial presequence	47(MPP)	0.085	7-11,12-16,16-20,19-23,44-48,78-82,83-87	12-21-high	-	-	-	-	19-24	-	-	-	-	-	-	15-20	-	-	
synMTS_1_397_var1	0.022	No mitochondrial presequence	73(MPP)	0.068	8-12,70-74,81-85	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_290_var1	0.004	No mitochondrial presequence	37(MPP)	0.000	59-63	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_235_var1	0.002	No mitochondrial presequence	53(MPP)	-0.075		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_210_var1	0.008	No mitochondrial presequence	36(MPP)	-0.083		7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_364_var1	0.042	No mitochondrial presequence	28(MPP)	0.036	25-29	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_317_var1	0.010	No mitochondrial presequence	69(MPP)	-0.087	73-77	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_267_var1	0.058	No mitochondrial presequence	53(MPP)	0.057	10-14,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_369_var1	0.003	No mitochondrial presequence	22(MPP)	-0.136	96-100	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_252_var1	0.000	No mitochondrial presequence	89(MPP)	0.000	54-58	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_201_var1	0.027	No mitochondrial presequence	14(MPP)	0.000	2-6	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_268_var1	0.004	No mitochondrial presequence	21(MPP)	0.048		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_326_var1	0.294	No mitochondrial presequence	24(MPP), 32(Oct1)	0.083	11-15,33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
synMTS_1_374_var1	0.008	No mitochondrial presequence	10(MPP)	0.200		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_214_var1	0.033	No mitochondrial presequence	50(MPP)	0.040	17-21,29-33,47-51	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_282_var1	0.032	No mitochondrial presequence	14(MPP)	0.000	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_322_var1	0.016	No mitochondrial presequence	34(MPP)	0.118		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_313_var1	0.013	No mitochondrial presequence	85(MPP)	-0.047	3-7	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_365_var1	0.001	No mitochondrial presequence	35(MPP)	-0.029	28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_248_var1	0.058	No mitochondrial presequence	48(MPP)	0.000	15-19,45-49	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_219_var1	0.009	No mitochondrial presequence	6(MPP)	-0.500	33-37	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_314_var1	0.003	No mitochondrial presequence	52(MPP)	0.096		16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_225_var1	0.015	No mitochondrial presequence	40(MPP)	-0.025	13-17,29-33	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_350_var1	0.007	No mitochondrial presequence	20(MPP)	-0.100		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_327_var1	0.012	No mitochondrial presequence	11(MPP)	0.000	8-12,95-99	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_307_var1	0.059	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.083	22-26,26-30,48-52	1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
synMTS_1_393_var1	0.005	No mitochondrial presequence	37(MPP)	0.027		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_338_var1	0.039	No mitochondrial presequence	24(MPP)	-0.042	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_229_var1	0.011	No mitochondrial presequence	10(MPP)	0.100		11-20-low	-	-	-	-	-	-	-	-	5-10	-	-	-	-	-	
synMTS_1_286_var1	0.175	No mitochondrial presequence	30(MPP)	0.133	9-13,12-16	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
synMTS_1_209_var1	0.069	No mitochondrial presequence	36(MPP)	0.028	33-37,44-48	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_259_var1	0.093	No mitochondrial presequence	13(MPP)	0.154	10-14,26-30,31-35,49-53,56-60	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_202_var1	0.012	No mitochondrial presequence	56(MPP)	0.036	7-11	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_245_var1	0.019	No mitochondrial presequence	10(MPP)	0.100		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_212_var1	0.039	No mitochondrial presequence	28(MPP), 29(Icp55)	0.000	12-16,48-52,53-57	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_324_var1	0.001	No mitochondrial presequence	85(MPP)	-0.082	10-14	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_228_var1	0.024	No mitochondrial presequence	21(MPP)	0.095		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_399_var1	0.000	No mitochondrial presequence	65(MPP)	-0.031	24-28	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_256_var1	0.000	No mitochondrial presequence	34(MPP)	-0.235		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_206_var1	0.003	No mitochondrial presequence	36(MPP)	0.000		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_321_var1	0.062	No mitochondrial presequence	15(MPP)	0.333		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_272_var1	0.058	No mitochondrial presequence	17(MPP)	0.118	4-8,61-65	1-10-high	-	-	-	-	4-9	-	-	-	12-17	-	-	-	-	-	
synMTS_1_310_var1	0.104	No mitochondrial presequence	18(MPP)	0.222	43-47	7-16-high	-	14-19	16-21	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_244_var1	0.010	No mitochondrial presequence	88(MPP)	-0.091		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_241_var1	0.591	Possessing mitochondrial presequence	17(MPP)	0.235	64-68	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_246_var1	0.004	No mitochondrial presequence	44(MPP)	-0.045	48-52	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_217_var1	0.027	No mitochondrial presequence	9(MPP)	0.333	51-55	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_351_var1	0.097	No mitochondrial presequence	66(MPP)	0.061	5-9,9-13,15-19,18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	8-13	5-10	-	
synMTS_1_320_var1	0.059	No mitochondrial presequence	26(MPP)	0.115	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_356_var1	0.009	No mitochondrial presequence	46(MPP)	-0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_337_var1	0.073	No mitochondrial presequence	61(MPP)	0.049	11-15,14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_250_var1	0.004	No mitochondrial presequence	17(MPP)	-0.235		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_368_var1	0.013	No mitochondrial presequence	33(MPP)	-0.061		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_205_var1	0.007	No mitochondrial presequence	41(MPP)	-0.049	14-18,38-42,58-62	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_275_var1	0.049	No mitochondrial presequence	17(MPP)	0.059		21-30-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_382_var1	0.099	No mitochondrial presequence	42(MPP)	0.048	42-46,45-49	15-24-high	-	-	-	-	-	10-15	-	-	-	9-14	-	-	-	-	
synMTS_1_308_var1	0.135	No mitochondrial presequence	20(MPP), 21(Icp55)	-0.050	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_249_var1	0.004	No mitochondrial presequence	54(MPP)	-0.019		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_335_var1	0.008	No mitochondrial presequence	6(MPP)	0.167		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_223_var1	0.005	No mitochondrial presequence	59(MPP)	-0.102	7-11	6-16-high	-	-	-	-	-	-	-	-	5-10	-	-	-	-	-	
synMTS_1_207_var1	0.014	No mitochondrial presequence	28(MPP)	-0.036		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_233_var1	0.110	No mitochondrial presequence	12(MPP)	0.000	9-13	2-13-high	11-16	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_276_var1	0.009	No mitochondrial presequence	22(MPP)	0.000	11-15,22-26	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_1_227_var1	0.004	No mitochondrial presequence	59(MPP)	-0.051		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_281_var1	0.014	No mitochondrial presequence	58(MPP)	0.052	23-27	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_349_var1	0.034	No mitochondrial presequence	38(MPP)	0.026	12-16,20-24,74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_357_var1	0.011	No mitochondrial presequence	10(MPP)	0.200	94-98	3-14-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
synMTS_1_254_var1	0.035	No mitochondrial presequence	53(MPP)	-0.057		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
