<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_029_atp8	0.004	No mitochondrial presequence	26(MPP)	0.000	28-32,59-63	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_030_atp8	0.005	No mitochondrial presequence	46(MPP)	-0.130	66-70	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_031_atp8	0.002	No mitochondrial presequence	11(MPP)	-0.273	47-51,96-100	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_032_atp8	0.020	No mitochondrial presequence	95(MPP)	0.011	4-8,92-96	1-10-low	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
synMTS_1_033_atp8	0.004	No mitochondrial presequence	13(MPP), 14(Icp55)	0.077	11-15,29-33	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_034_atp8	0.002	No mitochondrial presequence	11(MPP)	-0.091	30-34,47-51	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_035_atp8	0.024	No mitochondrial presequence	33(MPP)	-0.091	54-58,88-92,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_036_atp8	0.012	No mitochondrial presequence	91(MPP)	0.011	13-17,43-47,88-92,93-97	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_037_atp8	0.002	No mitochondrial presequence	48(MPP)	-0.021		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_038_atp8	0.003	No mitochondrial presequence	25(MPP), 26(Icp55)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_039_atp8	0.009	No mitochondrial presequence	92(MPP)	-0.011	89-93,94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_040_atp8	0.020	No mitochondrial presequence	20(MPP)	0.000	73-77	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_041_atp8	0.009	No mitochondrial presequence	11(MPP)	0.000	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_042_atp8	0.023	No mitochondrial presequence	14(MPP), 15(Icp55)	0.071		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_043_atp8	0.034	No mitochondrial presequence	29(MPP)	0.069	11-15,15-19,73-77	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_044_atp8	0.023	No mitochondrial presequence	90(MPP)	-0.022	87-91,92-96	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_045_atp8	0.000	No mitochondrial presequence	6(MPP)	-0.167		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_046_atp8	0.002	No mitochondrial presequence	86(MPP)	-0.023	83-87,88-92	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_047_atp8	0.039	No mitochondrial presequence	34(MPP), 35(Icp55)	0.000		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_048_atp8	0.011	No mitochondrial presequence	15(MPP)	0.067	11-15	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_049_atp8	0.000	No mitochondrial presequence	48(MPP), 49(Icp55)	0.000	46-50	1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_050_atp8	0.002	No mitochondrial presequence	11(MPP)	-0.091		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_051_atp8	0.033	No mitochondrial presequence	38(MPP)	0.026	50-54,66-70,69-73	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_052_atp8	0.006	No mitochondrial presequence	21(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_053_atp8	0.008	No mitochondrial presequence	46(MPP), 47(Icp55)	0.130	75-79	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_054_atp8	0.029	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_055_atp8	0.029	No mitochondrial presequence	87(MPP)	0.023	84-88,89-93	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_056_atp8	0.013	No mitochondrial presequence	12(MPP)	-0.250	45-49	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_057_atp8	0.004	No mitochondrial presequence	41(MPP)	-0.049	17-21	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_058_atp8	0.011	No mitochondrial presequence	13(MPP)	-0.077	30-34	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_059_atp8	0.042	No mitochondrial presequence	7(MPP)	0.143	1-5,14-18,32-36	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_060_atp8	0.013	No mitochondrial presequence	89(MPP)	0.000	86-90,91-95	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_061_atp8	0.016	No mitochondrial presequence	19(MPP)	0.211	1-5,18-22,82-86	17-26-high	-	-	-	-	-	-	-	-	-	-	4-9	-	-	-	
synMTS_1_062_atp8	0.005	No mitochondrial presequence	6(MPP)	0.000		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_063_atp8	0.058	No mitochondrial presequence	92(MPP)	0.065	10-14,18-22,50-54,89-93,94-98	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_1_064_atp8	0.023	No mitochondrial presequence	57(MPP)	0.035	21-25	16-25-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_1_065_atp8	0.061	No mitochondrial presequence	89(MPP)	0.056	6-10,86-90,91-95	1-10-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
synMTS_1_066_atp8	0.041	No mitochondrial presequence	87(MPP)	0.011	43-47,84-88,89-93	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_067_atp8	0.008	No mitochondrial presequence	31(MPP)	0.032	16-20	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_068_atp8	0.002	No mitochondrial presequence	41(MPP)	-0.024	37-41,73-77	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_069_atp8	0.001	No mitochondrial presequence	68(MPP)	-0.074	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_070_atp8	0.034	No mitochondrial presequence	27(MPP)	0.074		14-26-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
synMTS_1_071_atp8	0.001	No mitochondrial presequence	7(MPP)	-0.286	28-32,35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_072_atp8	0.016	No mitochondrial presequence	7(MPP)	0.000	7-11,33-37	6-15-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_1_073_atp8	0.011	No mitochondrial presequence	10(MPP), 11(Icp55)	0.100	14-18,57-61,84-88	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_074_atp8	0.024	No mitochondrial presequence	85(MPP)	-0.071	82-86,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_075_atp8	0.029	No mitochondrial presequence	92(MPP)	0.065	89-93,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_076_atp8	0.044	No mitochondrial presequence	88(MPP)	0.011	40-44,44-48,85-89,90-94	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_077_atp8	0.020	No mitochondrial presequence	85(MPP)	0.000	82-86,87-91	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_078_atp8	0.001	No mitochondrial presequence	14(MPP)	0.000	58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_079_atp8	0.008	No mitochondrial presequence	11(MPP), 12(Icp55)	0.273		6-15-low	-	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
synMTS_1_080_atp8	0.048	No mitochondrial presequence	39(MPP)	0.077	4-8,34-38	8-17-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
synMTS_1_081_atp8	0.038	No mitochondrial presequence	30(MPP), 31(Icp55)	0.033	31-35,50-54	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_082_atp8	0.007	No mitochondrial presequence	15(MPP)	-0.067		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_083_atp8	0.044	No mitochondrial presequence	55(MPP)	0.055	8-12	1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
synMTS_1_084_atp8	0.007	No mitochondrial presequence	7(MPP)	0.000		12-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
synMTS_1_085_atp8	0.022	No mitochondrial presequence	18(MPP)	0.056		8-20-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
synMTS_1_086_atp8	0.001	No mitochondrial presequence	28(MPP)	0.071		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_087_atp8	0.002	No mitochondrial presequence	36(MPP)	-0.028	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_088_atp8	0.007	No mitochondrial presequence	93(MPP)	0.000	40-44,90-94,95-99	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_089_atp8	0.010	No mitochondrial presequence	38(MPP), 46(Oct1)	-0.105		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_090_atp8	0.010	No mitochondrial presequence	39(MPP), 40(Icp55)	-0.026		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_091_atp8	0.041	No mitochondrial presequence	81(MPP)	-0.012	1-5,78-82,83-87	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_092_atp8	0.022	No mitochondrial presequence	20(MPP)	-0.150		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_093_atp8	0.018	No mitochondrial presequence	5(MPP)	0.400	51-55	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_094_atp8	0.077	No mitochondrial presequence	40(MPP)	0.000	2-6,5-9,8-12,31-35	13-22-low	-	-	-	-	5-10	-	-	-	-	-	-	1-6	-	-	
synMTS_1_095_atp8	0.010	No mitochondrial presequence	16(MPP)	0.062	24-28,31-35	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_096_atp8	0.028	No mitochondrial presequence	83(MPP)	0.024	6-10,20-24,80-84,85-89	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_097_atp8	0.017	No mitochondrial presequence	23(MPP), 24(Icp55)	-0.043	85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_098_atp8	0.032	No mitochondrial presequence	24(MPP)	0.000		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_099_atp8	0.022	No mitochondrial presequence	5(MPP)	0.000	30-34,74-78	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_100_atp8	0.016	No mitochondrial presequence	37(MPP)	0.135	27-31	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_101_atp8	0.002	No mitochondrial presequence	7(MPP)	-0.286	52-56,69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_102_atp8	0.001	No mitochondrial presequence	6(MPP)	-0.167		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_103_atp8	0.005	No mitochondrial presequence	10(MPP), 11(Icp55)	0.000	31-35,40-44,53-57,93-97	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_104_atp8	0.013	No mitochondrial presequence	11(MPP)	0.000	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_105_atp8	0.037	No mitochondrial presequence	7(MPP)	0.286	21-25	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_106_atp8	0.001	No mitochondrial presequence	10(MPP)	-0.200	20-24,38-42	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_107_atp8	0.020	No mitochondrial presequence	58(MPP)	0.034	19-23,22-26	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_108_atp8	0.003	No mitochondrial presequence	67(MPP)	-0.060		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_109_atp8	0.035	No mitochondrial presequence	27(MPP)	0.074	24-28	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_110_atp8	0.083	No mitochondrial presequence	7(MPP)	-0.143	46-50,79-83	12-21-low	-	-	-	-	-	7-12	-	-	-	6-11	23-28	-	-	-	
synMTS_1_111_atp8	0.007	No mitochondrial presequence	21(MPP)	0.048	3-7,73-77	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_112_atp8	0.005	No mitochondrial presequence	16(MPP)	0.000	78-82	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_113_atp8	0.043	No mitochondrial presequence	26(MPP)	-0.038	40-44,52-56,76-80,79-83,87-91	3-12-low	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
synMTS_1_114_atp8	0.001	No mitochondrial presequence	92(MPP)	-0.011	89-93,94-98	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_115_atp8	0.031	No mitochondrial presequence	84(MPP)	0.071	81-85,86-90	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_116_atp8	0.031	No mitochondrial presequence	86(MPP)	0.000	83-87,88-92	18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_117_atp8	0.003	No mitochondrial presequence	91(MPP)	0.044	88-92,93-97	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_118_atp8	0.000	No mitochondrial presequence	49(MPP)	-0.143	63-67	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_119_atp8	0.002	No mitochondrial presequence	44(MPP)	-0.068	29-33	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_120_atp8	0.039	No mitochondrial presequence	78(MPP)	0.013	3-7,75-79,80-84	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_121_atp8	0.001	No mitochondrial presequence	21(MPP)	-0.143	36-40,76-80	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_122_atp8	0.001	No mitochondrial presequence	21(MPP)	-0.048		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_123_atp8	0.013	No mitochondrial presequence	8(MPP)	0.125		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_124_atp8	0.001	No mitochondrial presequence	28(MPP), 36(Oct1)	0.000		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_125_atp8	0.000	No mitochondrial presequence	88(MPP)	-0.023	85-89,90-94	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_126_atp8	0.005	No mitochondrial presequence	86(MPP)	0.047	83-87,88-92	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_127_atp8	0.003	No mitochondrial presequence	15(MPP)	-0.133	49-53,72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_128_atp8	0.002	No mitochondrial presequence	12(MPP)	-0.083		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_129_atp8	0.001	No mitochondrial presequence	16(MPP)	0.000	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_130_atp8	0.014	No mitochondrial presequence	43(MPP)	-0.023	36-40,49-53,57-61	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_131_atp8	0.013	No mitochondrial presequence	90(MPP)	-0.011	87-91,92-96	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_132_atp8	0.017	No mitochondrial presequence	12(MPP), 20(Oct1)	-0.083		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_133_atp8	0.006	No mitochondrial presequence	42(MPP), 43(Icp55)	0.024	13-17	13-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_134_atp8	0.018	No mitochondrial presequence	5(MPP)	-0.200	53-57,56-60,96-100	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_135_atp8	0.002	No mitochondrial presequence	9(MPP)	-0.333	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_136_atp8	0.003	No mitochondrial presequence	23(MPP)	-0.087	31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_137_atp8	0.027	No mitochondrial presequence	92(MPP)	0.065	89-93,94-98	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_138_atp8	0.011	No mitochondrial presequence	16(MPP)	0.062	13-17,79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_139_atp8	0.005	No mitochondrial presequence	89(MPP)	-0.022	22-26,86-90,91-95	21-30-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
synMTS_1_140_atp8	0.025	No mitochondrial presequence	86(MPP)	0.035	83-87,88-92	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_141_atp8	0.005	No mitochondrial presequence	69(MPP)	-0.043		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_142_atp8	0.001	No mitochondrial presequence	13(MPP), 14(Icp55)	-0.077		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_143_atp8	0.004	No mitochondrial presequence	7(MPP)	0.143	12-16,57-61	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_144_atp8	0.017	No mitochondrial presequence	81(MPP)	0.025	26-30,78-82,83-87	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_145_atp8	0.004	No mitochondrial presequence	46(MPP)	-0.065	36-40	15-24-low	-	-	-	-	-	-	-	18-23	-	-	-	-	-	-	
synMTS_1_146_atp8	0.027	No mitochondrial presequence	56(MPP)	0.107	16-20,46-50,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_147_atp8	0.000	No mitochondrial presequence	8(MPP)	-0.250	94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_148_atp8	0.004	No mitochondrial presequence	17(MPP)	-0.059	94-98	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_149_atp8	0.009	No mitochondrial presequence	29(MPP)	0.000		18-27-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_150_atp8	0.007	No mitochondrial presequence	85(MPP)	0.000	82-86,87-91	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_151_atp8	0.011	No mitochondrial presequence	33(MPP)	-0.091	1-5,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_152_atp8	0.008	No mitochondrial presequence	55(MPP), 63(Oct1)	-0.036		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_153_atp8	0.000	No mitochondrial presequence	21(MPP)	-0.095	59-63,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_154_atp8	0.020	No mitochondrial presequence	8(MPP)	0.000	45-49,56-60,66-70,70-74,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_155_atp8	0.009	No mitochondrial presequence	20(MPP)	-0.050	53-57	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_156_atp8	0.001	No mitochondrial presequence	14(MPP)	-0.214	14-18	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_157_atp8	0.012	No mitochondrial presequence	34(MPP)	-0.088	34-38,39-43,79-83	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_158_atp8	0.005	No mitochondrial presequence	15(MPP)	-0.133		21-30-low	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
synMTS_1_159_atp8	0.005	No mitochondrial presequence	8(MPP)	-0.250		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_160_atp8	0.009	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.024	29-33,66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_161_atp8	0.018	No mitochondrial presequence	11(MPP)	-0.091	28-32,76-80	18-27-high	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
synMTS_1_162_atp8	0.002	No mitochondrial presequence	95(MPP)	0.021	51-55,92-96	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_163_atp8	0.014	No mitochondrial presequence	8(MPP)	0.250	94-98	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_164_atp8	0.051	No mitochondrial presequence	91(MPP)	0.088	23-27,88-92,93-97	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_165_atp8	0.060	No mitochondrial presequence	95(MPP)	0.042	7-11,11-15,46-50,52-56,92-96	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
