<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_030_mmf1	0.005	No mitochondrial presequence	69(MPP)	-0.087	66-70	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_031_mmf1	0.005	No mitochondrial presequence	78(MPP)	-0.051	47-51	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_032_mmf1	0.035	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067	4-8	1-10-low	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
synMTS_1_033_mmf1	0.009	No mitochondrial presequence	45(MPP)	0.089	11-15,29-33	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_034_mmf1	0.005	No mitochondrial presequence	10(MPP)	-0.100	30-34,47-51	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_035_mmf1	0.025	No mitochondrial presequence	57(MPP)	-0.070	54-58,88-92,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_036_mmf1	0.033	No mitochondrial presequence	70(MPP)	0.057	13-17,43-47	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_037_mmf1	0.002	No mitochondrial presequence	24(MPP)	0.042		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_038_mmf1	0.013	No mitochondrial presequence	80(MPP)	0.025		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_039_mmf1	0.021	No mitochondrial presequence	71(MPP)	0.028	52-56	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_040_mmf1	0.138	No mitochondrial presequence	45(MPP)	0.067	73-77	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_041_mmf1	0.018	No mitochondrial presequence	58(MPP)	-0.052	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_042_mmf1	0.041	No mitochondrial presequence	20(MPP)	0.100	70-74	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_043_mmf1	0.297	No mitochondrial presequence	48(MPP)	0.062	11-15,15-19,73-77	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_044_mmf1	0.026	No mitochondrial presequence	69(MPP)	0.014		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_045_mmf1	0.001	No mitochondrial presequence	17(MPP)	-0.059		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_046_mmf1	0.010	No mitochondrial presequence	65(MPP)	0.015		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_047_mmf1	0.049	No mitochondrial presequence	86(MPP), 87(Icp55)	-0.023		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_048_mmf1	0.033	No mitochondrial presequence	14(MPP)	0.071	11-15	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_049_mmf1	0.002	No mitochondrial presequence	86(MPP)	0.081	46-50	1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_050_mmf1	0.002	No mitochondrial presequence	11(MPP)	-0.091		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_051_mmf1	0.041	No mitochondrial presequence	48(MPP)	0.021	50-54,66-70,69-73	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_052_mmf1	0.030	No mitochondrial presequence	85(MPP)	0.059		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_053_mmf1	0.027	No mitochondrial presequence	22(MPP)	0.091	75-79	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_054_mmf1	0.041	No mitochondrial presequence	88(MPP)	0.091		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_055_mmf1	0.060	No mitochondrial presequence	66(MPP)	0.076		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_056_mmf1	0.015	No mitochondrial presequence	63(MPP)	-0.079	45-49	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_057_mmf1	0.026	No mitochondrial presequence	33(MPP)	-0.030	17-21	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_058_mmf1	0.013	No mitochondrial presequence	14(MPP)	-0.071	30-34	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_059_mmf1	0.043	No mitochondrial presequence	38(MPP)	0.026	1-5,14-18,32-36	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_060_mmf1	0.021	No mitochondrial presequence	68(MPP)	0.044		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_061_mmf1	0.038	No mitochondrial presequence	10(MPP)	0.300	1-5,18-22,82-86	17-26-high	-	-	-	-	-	-	-	-	-	-	4-9	-	-	-	
synMTS_1_062_mmf1	0.009	No mitochondrial presequence	40(MPP)	-0.025		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_063_mmf1	0.509	Possessing mitochondrial presequence	13(MPP)	0.077	10-14,18-22,50-54	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
synMTS_1_064_mmf1	0.064	No mitochondrial presequence	31(MPP), 39(Oct1)	0.065	21-25	17-26-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
synMTS_1_065_mmf1	0.217	No mitochondrial presequence	68(MPP)	0.118	6-10	1-10-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
synMTS_1_066_mmf1	0.086	No mitochondrial presequence	66(MPP)	0.061	43-47,47-51	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_067_mmf1	0.032	No mitochondrial presequence	77(MPP)	0.013	16-20	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_068_mmf1	0.003	No mitochondrial presequence	76(MPP)	-0.013	37-41,73-77	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_069_mmf1	0.002	No mitochondrial presequence	16(MPP)	0.000	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_070_mmf1	0.059	No mitochondrial presequence	83(MPP)	0.036		14-26-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
synMTS_1_071_mmf1	0.002	No mitochondrial presequence	38(MPP)	-0.079	28-32,35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_072_mmf1	0.090	No mitochondrial presequence	15(MPP)	0.067	7-11,33-37	6-15-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
synMTS_1_073_mmf1	0.040	No mitochondrial presequence	17(MPP)	0.059	14-18,57-61,84-88,90-94	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_074_mmf1	0.027	No mitochondrial presequence	64(MPP)	-0.047		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_075_mmf1	0.060	No mitochondrial presequence	71(MPP)	0.127		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_076_mmf1	0.104	No mitochondrial presequence	67(MPP)	0.060	40-44,44-48	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_077_mmf1	0.031	No mitochondrial presequence	64(MPP)	0.047		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_078_mmf1	0.001	No mitochondrial presequence	56(MPP)	-0.089	58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_079_mmf1	0.023	No mitochondrial presequence	94(MPP)	0.032		6-15-low	-	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
synMTS_1_080_mmf1	0.082	No mitochondrial presequence	86(MPP)	0.093	4-8,34-38	8-17-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
synMTS_1_081_mmf1	0.048	No mitochondrial presequence	85(MPP)	0.024	31-35,50-54	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_082_mmf1	0.012	No mitochondrial presequence	59(MPP)	-0.068		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_083_mmf1	0.080	No mitochondrial presequence	11(MPP)	0.273	8-12	1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
synMTS_1_084_mmf1	0.018	No mitochondrial presequence	46(MPP)	0.022		12-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
synMTS_1_085_mmf1	0.032	No mitochondrial presequence	11(MPP)	0.182		8-20-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
synMTS_1_086_mmf1	0.002	No mitochondrial presequence	35(MPP)	0.057		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_087_mmf1	0.005	No mitochondrial presequence	50(MPP)	0.000	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_088_mmf1	0.014	No mitochondrial presequence	72(MPP)	0.042	40-44	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_089_mmf1	0.009	No mitochondrial presequence	77(MPP)	-0.065		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_090_mmf1	0.021	No mitochondrial presequence	35(MPP)	-0.029		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_091_mmf1	0.049	No mitochondrial presequence	60(MPP)	0.033	1-5	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_092_mmf1	0.033	No mitochondrial presequence	38(MPP)	-0.079		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_093_mmf1	0.025	No mitochondrial presequence	59(MPP)	0.085	51-55	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_094_mmf1	0.168	No mitochondrial presequence	34(MPP)	0.000	2-6,5-9,8-12,31-35	13-22-low	-	-	-	-	5-10	-	-	-	-	-	-	1-6	-	-	
synMTS_1_095_mmf1	0.044	No mitochondrial presequence	39(MPP)	0.051	24-28,31-35	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_096_mmf1	0.116	No mitochondrial presequence	62(MPP)	0.081	6-10,20-24	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_097_mmf1	0.043	No mitochondrial presequence	41(MPP)	0.024	85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_098_mmf1	0.056	No mitochondrial presequence	20(MPP)	0.000		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_099_mmf1	0.149	No mitochondrial presequence	11(MPP)	0.182	30-34,74-78	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_100_mmf1	0.154	No mitochondrial presequence	29(MPP)	0.138	27-31	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_101_mmf1	0.006	No mitochondrial presequence	34(MPP)	-0.029	52-56,69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_102_mmf1	0.001	No mitochondrial presequence	92(MPP)	-0.076		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_103_mmf1	0.013	No mitochondrial presequence	75(MPP)	0.067	31-35,40-44,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_104_mmf1	0.043	No mitochondrial presequence	25(MPP)	-0.040	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_105_mmf1	0.366	No mitochondrial presequence	42(MPP)	0.119	21-25	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_106_mmf1	0.001	No mitochondrial presequence	41(MPP)	-0.122	20-24,38-42	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_107_mmf1	0.039	No mitochondrial presequence	25(MPP)	0.200	19-23,22-26	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_108_mmf1	0.006	No mitochondrial presequence	39(MPP)	-0.077		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_109_mmf1	0.041	No mitochondrial presequence	92(MPP)	0.054	24-28	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_110_mmf1	0.189	No mitochondrial presequence	38(MPP)	0.079	46-50,79-83	12-21-low	-	-	-	-	-	7-12	-	-	-	6-11	23-28	-	-	-	
synMTS_1_111_mmf1	0.013	No mitochondrial presequence	34(MPP)	0.000	3-7,73-77	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_112_mmf1	0.021	No mitochondrial presequence	57(MPP), 58(Icp55)	-0.070	78-82	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_113_mmf1	0.071	No mitochondrial presequence	47(MPP)	0.021	40-44,52-56,76-80,79-83,87-91	3-12-low	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
synMTS_1_114_mmf1	0.002	No mitochondrial presequence	71(MPP)	0.028		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_115_mmf1	0.126	No mitochondrial presequence	63(MPP)	0.143		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_116_mmf1	0.046	No mitochondrial presequence	65(MPP)	0.046		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_117_mmf1	0.008	No mitochondrial presequence	70(MPP)	0.100		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_118_mmf1	0.000	No mitochondrial presequence	56(MPP)	-0.107	63-67	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_119_mmf1	0.006	No mitochondrial presequence	31(MPP)	-0.032	29-33	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_120_mmf1	0.103	No mitochondrial presequence	57(MPP)	0.070	3-7	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_121_mmf1	0.004	No mitochondrial presequence	38(MPP), 46(Oct1)	-0.026	36-40,76-80	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_122_mmf1	0.002	No mitochondrial presequence	39(MPP)	-0.077		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_123_mmf1	0.038	No mitochondrial presequence	26(MPP)	0.077		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_124_mmf1	0.004	No mitochondrial presequence	35(MPP)	0.029		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_125_mmf1	0.000	No mitochondrial presequence	67(MPP)	0.015		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_126_mmf1	0.021	No mitochondrial presequence	65(MPP)	0.108		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_127_mmf1	0.011	No mitochondrial presequence	51(MPP)	-0.020	49-53,72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_128_mmf1	0.004	No mitochondrial presequence	83(MPP)	-0.060	92-96	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_129_mmf1	0.014	No mitochondrial presequence	24(MPP)	0.125	64-68,94-98	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_130_mmf1	0.020	No mitochondrial presequence	33(MPP)	-0.030	36-40,49-53,57-61	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_131_mmf1	0.015	No mitochondrial presequence	69(MPP)	0.029		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_132_mmf1	0.035	No mitochondrial presequence	39(MPP)	-0.051		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_133_mmf1	0.009	No mitochondrial presequence	69(MPP)	0.029	13-17	13-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_134_mmf1	0.043	No mitochondrial presequence	78(MPP)	0.051	53-57,56-60	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_135_mmf1	0.004	No mitochondrial presequence	92(MPP)	-0.022	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_136_mmf1	0.004	No mitochondrial presequence	51(MPP)	0.059	31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_137_mmf1	0.103	No mitochondrial presequence	71(MPP)	0.127		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_138_mmf1	0.029	No mitochondrial presequence	36(MPP)	0.056	13-17,79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_139_mmf1	0.022	No mitochondrial presequence	68(MPP)	0.015	22-26	21-30-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
synMTS_1_140_mmf1	0.077	No mitochondrial presequence	65(MPP)	0.092		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_141_mmf1	0.088	No mitochondrial presequence	65(MPP)	-0.046		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_142_mmf1	0.001	No mitochondrial presequence	56(MPP)	-0.071		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_143_mmf1	0.008	No mitochondrial presequence	86(MPP)	-0.012	12-16,57-61	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_144_mmf1	0.046	No mitochondrial presequence	60(MPP)	0.083	26-30	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_145_mmf1	0.035	No mitochondrial presequence	39(MPP)	-0.077	36-40	15-24-low	-	-	-	-	-	-	-	18-23	-	-	-	-	-	-	
synMTS_1_146_mmf1	0.101	No mitochondrial presequence	42(MPP)	0.095	16-20,46-50,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_147_mmf1	0.002	No mitochondrial presequence	76(MPP)	-0.013	57-61	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_148_mmf1	0.011	No mitochondrial presequence	76(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_149_mmf1	0.012	No mitochondrial presequence	26(MPP)	-0.038		18-27-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_150_mmf1	0.013	No mitochondrial presequence	64(MPP)	0.047	45-49	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_151_mmf1	0.017	No mitochondrial presequence	92(MPP)	0.043	1-5,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_152_mmf1	0.014	No mitochondrial presequence	93(MPP)	0.032		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_153_mmf1	0.004	No mitochondrial presequence	80(MPP)	0.000	59-63,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_154_mmf1	0.029	No mitochondrial presequence	64(MPP)	0.000	45-49,56-60,66-70,70-74,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_155_mmf1	0.029	No mitochondrial presequence	39(MPP)	-0.051	53-57	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_156_mmf1	0.002	No mitochondrial presequence	56(MPP)	0.018	14-18	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_157_mmf1	0.013	No mitochondrial presequence	92(MPP)	-0.033	34-38,39-43,79-83	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_158_mmf1	0.040	No mitochondrial presequence	27(MPP)	0.074		14-23-high	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
synMTS_1_159_mmf1	0.016	No mitochondrial presequence	10(MPP)	-0.100		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_160_mmf1	0.009	No mitochondrial presequence	69(MPP)	-0.014	29-33,66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_161_mmf1	0.195	No mitochondrial presequence	22(MPP)	0.000	28-32,76-80	18-27-high	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
synMTS_1_162_mmf1	0.004	No mitochondrial presequence	74(MPP)	0.068	51-55	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_163_mmf1	0.061	No mitochondrial presequence	76(MPP)	0.092		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_164_mmf1	0.147	No mitochondrial presequence	70(MPP)	0.157	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_165_mmf1	0.074	No mitochondrial presequence	74(MPP)	0.095	7-11,11-15,46-50,52-56	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_166_mmf1	0.087	No mitochondrial presequence	63(MPP)	0.143		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_167_mmf1	0.104	No mitochondrial presequence	26(MPP)	0.038	31-35,78-82	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_168_mmf1	0.073	No mitochondrial presequence	35(MPP)	0.057	9-13	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
