<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
synMTS_1_259_mmf1	0.015	No mitochondrial presequence	30(MPP), 31(Icp55)	0.100	10-14,26-30,31-35,49-53,56-60	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_260_mmf1	0.007	No mitochondrial presequence	39(MPP)	-0.051	51-55	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_261_mmf1	0.001	No mitochondrial presequence	67(MPP)	-0.015		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_262_mmf1	0.019	No mitochondrial presequence	71(MPP)	0.070	24-28	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_263_mmf1	0.027	No mitochondrial presequence	78(MPP)	-0.026	44-48	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_264_mmf1	0.023	No mitochondrial presequence	70(MPP)	0.043		13-22-high	-	11-16	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_265_mmf1	0.069	No mitochondrial presequence	63(MPP)	0.063	2-6,6-10,13-17	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_266_mmf1	0.011	No mitochondrial presequence	31(MPP)	0.000	4-8	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	14-19	
synMTS_1_267_mmf1	0.030	No mitochondrial presequence	62(MPP)	0.048	10-14,65-69	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_268_mmf1	0.002	No mitochondrial presequence	11(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_269_mmf1	0.059	No mitochondrial presequence	67(MPP)	0.060		21-30-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
synMTS_1_270_mmf1	0.007	No mitochondrial presequence	51(MPP), 52(Icp55)	0.098		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_271_mmf1	0.030	No mitochondrial presequence	83(MPP)	0.120	18-22	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_272_mmf1	0.048	No mitochondrial presequence	86(MPP)	-0.081	4-8,61-65	1-10-high	-	-	-	-	4-9	-	-	-	12-17	-	-	-	-	-	
synMTS_1_273_mmf1	0.042	No mitochondrial presequence	58(MPP)	0.086	38-42	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_274_mmf1	0.053	No mitochondrial presequence	89(MPP)	0.034	17-21,36-40	17-28-high	-	-	-	-	17-22	-	10-15	-	-	-	-	-	-	9-14	
synMTS_1_275_mmf1	0.049	No mitochondrial presequence	94(MPP)	0.085		21-30-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_276_mmf1	0.006	No mitochondrial presequence	15(MPP)	0.000	11-15,22-26	21-30-high	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
synMTS_1_277_mmf1	0.004	No mitochondrial presequence	83(MPP)	0.000	51-55	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_278_mmf1	0.067	No mitochondrial presequence	64(MPP)	0.109		7-16-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_279_mmf1	0.019	No mitochondrial presequence	5(MPP)	-0.400	23-27	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_280_mmf1	0.009	No mitochondrial presequence	25(MPP)	0.040	30-34,49-53	17-26-low	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	
synMTS_1_281_mmf1	0.003	No mitochondrial presequence	80(MPP)	0.100	23-27	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_282_mmf1	0.010	No mitochondrial presequence	79(MPP)	0.089	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_283_mmf1	0.001	No mitochondrial presequence	94(MPP)	0.064	43-47,50-54,70-74	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_284_mmf1	0.002	No mitochondrial presequence	95(MPP)	0.063		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_285_mmf1	0.254	No mitochondrial presequence	32(MPP)	0.156	8-12,43-47,96-100	8-17-high	-	-	-	-	8-13	-	1-6	11-16	-	-	-	-	-	-	
synMTS_1_286_mmf1	0.044	No mitochondrial presequence	36(MPP), 37(Icp55)	0.111	9-13,12-16	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
synMTS_1_287_mmf1	0.021	No mitochondrial presequence	94(MPP)	0.032	17-21,20-24,27-31,78-82	1-10-low	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-	
synMTS_1_288_mmf1	0.078	No mitochondrial presequence	72(MPP)	0.097	2-6,19-23,23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_289_mmf1	0.001	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_290_mmf1	0.001	No mitochondrial presequence	64(MPP)	0.016	59-63	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_291_mmf1	0.018	No mitochondrial presequence	69(MPP)	0.116		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_292_mmf1	0.017	No mitochondrial presequence	6(MPP)	0.333	42-46	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_293_mmf1	0.064	No mitochondrial presequence	67(MPP)	0.030	38-42	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_294_mmf1	0.042	No mitochondrial presequence	10(MPP)	0.100	35-39,63-67	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_295_mmf1	0.013	No mitochondrial presequence	58(MPP)	0.052		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_296_mmf1	0.039	No mitochondrial presequence	84(MPP)	0.000	6-10,58-62	2-11-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
synMTS_1_297_mmf1	0.053	No mitochondrial presequence	62(MPP)	0.097	32-36	18-29-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
synMTS_1_298_mmf1	0.040	No mitochondrial presequence	91(MPP)	0.000		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_299_mmf1	0.014	No mitochondrial presequence	33(MPP)	-0.030	49-53,69-73,94-98	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_300_mmf1	0.022	No mitochondrial presequence	28(MPP)	-0.071		16-25-low	-	-	-	-	-	-	-	-	-	-	23-28	-	-	-	
synMTS_1_301_mmf1	0.022	No mitochondrial presequence	75(MPP)	0.053	1-5	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_302_mmf1	0.085	No mitochondrial presequence	80(MPP)	0.113	21-25	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_303_mmf1	0.008	No mitochondrial presequence	88(MPP)	0.057		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_304_mmf1	0.008	No mitochondrial presequence	84(MPP)	0.012	65-69	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_305_mmf1	0.004	No mitochondrial presequence	93(MPP), 101(Oct1)	0.000	88-92	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_306_mmf1	0.073	No mitochondrial presequence	30(MPP)	0.067	4-8,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_307_mmf1	0.020	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.034	22-26,26-30,48-52	1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
synMTS_1_308_mmf1	0.053	No mitochondrial presequence	62(MPP)	0.097	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_309_mmf1	0.013	No mitochondrial presequence	88(MPP)	0.011		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_310_mmf1	0.020	No mitochondrial presequence	87(MPP)	-0.023	43-47	10-19-high	-	14-19	16-21	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_311_mmf1	0.000	No mitochondrial presequence	67(MPP)	0.030	59-63	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_312_mmf1	0.078	No mitochondrial presequence	71(MPP)	0.113	46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_313_mmf1	0.010	No mitochondrial presequence	92(MPP)	-0.033	3-7	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_314_mmf1	0.001	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067		16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_315_mmf1	0.275	No mitochondrial presequence	86(MPP)	0.128	18-22	13-27-high	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-	
synMTS_1_316_mmf1	0.089	No mitochondrial presequence	76(MPP)	0.118	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_317_mmf1	0.009	No mitochondrial presequence	50(MPP)	-0.080	73-77	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_318_mmf1	0.013	No mitochondrial presequence	87(MPP)	-0.011	15-19	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_319_mmf1	0.035	No mitochondrial presequence	94(MPP)	0.096	28-32	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_320_mmf1	0.042	No mitochondrial presequence	91(MPP)	0.033	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_321_mmf1	0.047	No mitochondrial presequence	65(MPP)	0.062		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_322_mmf1	0.002	No mitochondrial presequence	21(MPP)	0.143		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_323_mmf1	0.020	No mitochondrial presequence	93(MPP)	-0.011		8-18-high	-	-	-	-	-	-	-	-	-	-	14-19	-	-	-	
synMTS_1_324_mmf1	0.001	No mitochondrial presequence	92(MPP)	-0.065	10-14	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_325_mmf1	0.071	No mitochondrial presequence	62(MPP)	0.161	11-15	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_326_mmf1	0.032	No mitochondrial presequence	25(MPP)	0.080	11-15,33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
synMTS_1_327_mmf1	0.021	No mitochondrial presequence	59(MPP)	0.068	8-12	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_328_mmf1	0.029	No mitochondrial presequence	74(MPP)	0.081	15-19	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_329_mmf1	0.000	No mitochondrial presequence	89(MPP)	0.011		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_330_mmf1	0.003	No mitochondrial presequence	13(MPP), 21(Oct1)	-0.077	53-57	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_331_mmf1	0.000	No mitochondrial presequence	22(MPP)	-0.091	32-36,55-59	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_332_mmf1	0.016	No mitochondrial presequence	94(MPP)	0.043	18-22,48-52	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
synMTS_1_333_mmf1	0.024	No mitochondrial presequence	32(MPP)	0.062	4-8,49-53	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_334_mmf1	0.002	No mitochondrial presequence	40(MPP)	0.100	56-60,65-69,93-97	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_335_mmf1	0.014	No mitochondrial presequence	72(MPP)	0.042		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_336_mmf1	0.018	No mitochondrial presequence	57(MPP)	0.035		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_337_mmf1	0.008	No mitochondrial presequence	61(MPP)	0.049	11-15,14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_338_mmf1	0.002	No mitochondrial presequence	6(MPP)	-0.167	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_339_mmf1	0.011	No mitochondrial presequence	87(MPP)	0.034		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_340_mmf1	0.004	No mitochondrial presequence	90(MPP)	-0.033		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_341_mmf1	0.010	No mitochondrial presequence	75(MPP)	0.067	37-41	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_342_mmf1	0.018	No mitochondrial presequence	6(MPP)	-0.333		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_343_mmf1	0.004	No mitochondrial presequence	88(MPP)	0.045	27-31,32-36,59-63	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_344_mmf1	0.003	No mitochondrial presequence	6(MPP)	-0.167	41-45,45-49,65-69,92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_345_mmf1	0.013	No mitochondrial presequence	24(MPP)	-0.042	10-14	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_346_mmf1	0.015	No mitochondrial presequence	81(MPP)	0.037	41-45	21-30-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
synMTS_1_347_mmf1	0.026	No mitochondrial presequence	95(MPP)	0.053		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_348_mmf1	0.015	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.100		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_349_mmf1	0.010	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045	12-16,20-24,74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_350_mmf1	0.004	No mitochondrial presequence	79(MPP)	-0.063		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_351_mmf1	0.157	No mitochondrial presequence	88(MPP)	0.080	5-9,9-13,15-19,18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	8-13	5-10	-	
synMTS_1_352_mmf1	0.054	No mitochondrial presequence	89(MPP)	0.022	54-58	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_353_mmf1	0.059	No mitochondrial presequence	86(MPP)	0.058		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_354_mmf1	0.009	No mitochondrial presequence	10(MPP)	0.000	1-5,94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
synMTS_1_355_mmf1	0.003	No mitochondrial presequence	85(MPP)	0.071	28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_356_mmf1	0.007	No mitochondrial presequence	93(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_357_mmf1	0.037	No mitochondrial presequence	58(MPP)	0.103		3-14-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
synMTS_1_358_mmf1	0.055	No mitochondrial presequence	94(MPP)	0.021	11-15,14-18,46-50	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_359_mmf1	0.003	No mitochondrial presequence	62(MPP)	0.016		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_360_mmf1	0.003	No mitochondrial presequence	89(MPP)	-0.022	51-55	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_361_mmf1	0.023	No mitochondrial presequence	91(MPP)	0.088		20-30-high	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_362_mmf1	0.011	No mitochondrial presequence	21(MPP)	0.048	70-74	1-10-low	-	6-11	-	-	-	4-9	-	-	-	3-8	-	-	-	-	
synMTS_1_363_mmf1	0.020	No mitochondrial presequence	60(MPP)	0.083	4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_364_mmf1	0.042	No mitochondrial presequence	66(MPP)	0.091	25-29	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_365_mmf1	0.000	No mitochondrial presequence	84(MPP)	-0.071	28-32	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_366_mmf1	0.090	No mitochondrial presequence	91(MPP)	0.055	62-66	7-16-high	-	-	-	-	-	-	-	12-17	-	-	-	-	-	11-16	
synMTS_1_367_mmf1	0.000	No mitochondrial presequence	13(MPP)	0.077	66-70	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
synMTS_1_368_mmf1	0.004	No mitochondrial presequence	19(MPP)	-0.105		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
